"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1339","205100","엑셈",4480,-140,-3.03,143,31.33,1958,2.29,0,0
"1340","070300","엑스큐어",4810,0,0,175,27.49,3165,1.52,0,0
"1341","092870","엑시콘",14200,-550,-3.73,NA,NA,7266,1.95,65,0.46
"1342","317870","엔바이오니아",8690,-440,-4.82,159,54.65,2897,3,0,0
"1343","067570","엔브이에이치코리아",6760,610,9.92,364,18.57,4904,1.38,50,0.74
"1344","236810","엔비티",19200,-800,-4,159,120.75,NA,NA,0,0
"1345","101400","엔시트론",784,-21,-2.61,NA,NA,580,1.35,0,0
"1346","036570","엔씨소프트",936000,-36000,-3.7,17387,53.83,113836,8.22,5220,0.56
"1347","217820","엔에스",10450,-550,-5,693,15.08,3288,3.18,80,0.77
"1348","138250","엔에스쇼핑",11050,-400,-3.49,NA,NA,12609,0.88,150,1.36
"1349","031860","엔에스엔",1325,-90,-6.36,NA,NA,952,1.39,0,0
"1350","310840","엔에이치스팩13호",2120,0,0,NA,NA,NA,NA,0,0
"1351","319400","엔에이치스팩14호",5370,80,1.51,NA,NA,NA,NA,0,0
"1352","353190","엔에이치스팩16호",2180,0,0,NA,NA,NA,NA,0,0
"1353","359090","엔에이치스팩17호",2100,20,0.96,NA,NA,NA,NA,0,0
"1354","365590","엔에이치스팩18호",2085,5,0.24,NA,NA,NA,NA,0,0
"1355","265740","엔에프씨",16300,-550,-3.26,991,16.45,2829,5.76,0,0
"1356","354200","엔젠바이오",18000,-700,-3.74,NA,NA,398,45.23,0,0
"1357","208860","엔지스테크널러지",6980,410,6.24,NA,NA,955,7.31,0,0
"1358","183490","엔지켐생명과학",88900,-2800,-3.05,NA,NA,9036,9.84,0,0
"1359","085310","엔케이",1315,25,1.94,NA,NA,1121,1.17,0,0
"1360","182400","엔케이맥스",19950,-900,-4.32,NA,NA,3408,5.85,0,0
"1361","009810","엔케이물산",573,-11,-1.88,NA,NA,802,0.71,0,0
"1362","069410","엔텔스",12600,150,1.2,301,41.86,6109,2.06,0,0
"1363","227950","엔투텍",2375,-175,-6.86,NA,NA,1138,2.09,0,0
"1364","198080","엔피디",3860,-220,-5.39,1167,3.31,3492,1.11,0,0
"1365","048830","엔피케이",1925,-25,-1.28,NA,NA,2153,0.89,30,1.56
"1366","096870","엘디티",4180,-215,-4.89,NA,NA,1480,2.82,0,0
"1367","061970","엘비세미콘",12150,-450,-3.57,744,16.33,3419,3.55,50,0.41
"1368","138690","엘아이에스",4560,-125,-2.67,NA,NA,2625,1.74,0,0
"1369","290650","엘앤씨바이오",31000,-400,-1.27,331,93.66,2635,11.76,100,0.32
"1370","066970","엘앤에프",71000,-3900,-5.21,NA,NA,5040,14.09,50,0.07
"1371","156100","엘앤케이바이오",39950,-2400,-5.67,NA,NA,2343,17.05,0,0
"1372","073110","엘엠에스",10800,-550,-4.85,1603,6.74,13986,0.77,250,2.31
"1373","083310","엘오티베큠",16450,-550,-3.24,143,115.03,9277,1.77,0,0
"1374","297890","엘이티",13800,-1000,-6.76,1557,8.86,4594,3,0,0
"1375","037950","엘컴텍",1585,-70,-4.23,13,121.92,877,1.81,35,2.21
"1376","170920","엘티씨",13000,-800,-5.8,104,125,11611,1.12,100,0.77
"1377","058630","엠게임",6040,-130,-2.11,406,14.88,2050,2.95,0,0
"1378","019590","엠벤처투자",1160,30,2.65,133,8.72,627,1.85,0,0
"1379","169330","엠브레인",9330,520,5.9,511,18.26,2521,3.7,220,2.36
"1380","097520","엠씨넥스",54400,-600,-1.09,5151,10.56,12571,4.33,500,0.92
"1381","179290","엠아이텍",4565,-185,-3.89,120,38.04,1586,2.88,50,1.1
"1382","009780","엠에스씨",4825,-165,-3.31,668,7.22,5130,0.94,60,1.24
"1383","123040","엠에스오토텍",8800,-370,-4.03,552,15.94,4849,1.81,75,0.85
"1384","323230","엠에프엠코리아",2005,-25,-1.23,NA,NA,NA,NA,0,0
"1385","032790","엠젠플러스",4075,0,0,NA,NA,1319,3.09,0,0
"1386","033160","엠케이전자",11350,-200,-1.73,336,33.78,13992,0.81,40,0.35
"1387","347890","엠투아이",21500,-800,-3.59,800,26.88,4958,4.34,280,1.3
"1388","033310","엠투엔",13950,100,0.72,200,69.75,2544,5.48,0,0
"1389","259630","엠플러스",14100,-500,-3.42,198,71.21,4076,3.46,0,0
"1390","115960","연우",25500,-800,-3.04,1355,18.82,16906,1.51,160,0.63
"1391","060850","영림원소프트랩",13600,-200,-1.45,714,19.05,1578,8.62,25,0.18
"1392","014440","영보화학",3925,-140,-3.44,263,14.92,7274,0.54,100,2.55
"1393","007530","영신금속",3310,-70,-2.07,450,7.36,3267,1.01,0,0
"1394","143540","영우디에스피",2310,-85,-3.55,NA,NA,591,3.91,0,0
"1395","111770","영원무역",42000,850,2.07,3791,11.08,41602,1.01,400,0.95
"1396","009970","영원무역홀딩스",40800,-950,-2.28,10421,3.92,100896,0.4,1000,2.45
"1397","003520","영진약품",6450,210,3.37,28,230.36,633,10.19,0,0
"1398","000670","영풍",620000,-28000,-4.32,135469,4.58,1767872,0.35,10000,1.61
"1399","036560","영풍정밀",8020,-80,-0.99,799,10.04,18057,0.44,300,3.74
"1400","006740","영풍제지",7470,-70,-0.93,516,14.48,5383,1.39,40,0.54
"1401","012280","영화금속",2700,70,2.66,6,450,1556,1.74,0,0
"1402","265560","영화테크",22250,-1100,-4.71,NA,NA,8466,2.63,50,0.22
"1403","012160","영흥",1155,-15,-1.28,20,57.75,1937,0.6,30,2.6
"1404","036000","예림당",3050,-85,-2.71,NA,NA,9308,0.33,0,0
"1405","250930","예선테크",2430,-105,-4.14,NA,NA,1089,2.23,0,0
"1406","053280","예스24",13100,-400,-2.96,NA,NA,3715,3.53,200,1.53
"1407","015360","예스코홀딩스",33550,-450,-1.32,4611,7.28,91813,0.37,1750,5.22
"1408","122640","예스티",12750,-200,-1.54,NA,NA,3924,3.25,0,0
"1409","045060","오공",4590,-135,-2.86,444,10.34,4699,0.98,50,1.09
"1410","080520","오디텍",5550,-140,-2.46,192,28.91,10005,0.55,100,1.8
"1411","007310","오뚜기",560000,-5000,-0.88,29693,18.86,354385,1.58,7500,1.34
"1412","039830","오로라",9430,-180,-1.87,368,25.63,9867,0.96,200,2.12
"1413","322310","오로스테크놀로지",42900,-6950,-13.94,1028,41.73,2564,16.73,0,0
"1414","046120","오르비텍",6220,-180,-2.81,43,144.65,2877,2.16,0,0
"1415","014940","오리엔탈정공",2745,-35,-1.26,77,35.65,689,3.98,0,0
"1416","002630","오리엔트바이오",1755,-70,-3.84,NA,NA,510,3.44,0,0
"1417","065500","오리엔트정공",1315,-105,-7.39,NA,NA,424,3.1,0,0
"1418","271560","오리온",128500,-6000,-4.46,5454,23.56,41042,3.13,600,0.47
"1419","001800","오리온홀딩스",13750,-350,-2.48,804,17.1,30747,0.45,650,4.73
"1420","010470","오리콤",5360,-260,-4.63,532,10.08,7081,0.76,220,4.1
"1421","053980","오상자이엘",6800,20,0.29,NA,NA,2131,3.19,0,0
"1422","052420","오성첨단소재",3995,-195,-4.65,236,16.93,2813,1.42,0,0
"1423","241790","오션브릿지",16800,-800,-4.55,1093,15.37,6457,2.6,270,1.61
"1424","039200","오스코텍",35050,-600,-1.68,NA,NA,1708,20.52,0,0
"1425","226400","오스테오닉",3745,-175,-4.46,40,93.63,2295,1.63,0,0
"1426","031510","오스템",3045,-30,-0.98,NA,NA,4219,0.72,20,0.66
"1427","048260","오스템임플란트",72700,-1700,-2.28,NA,NA,5602,12.98,0,0
"1428","138080","오이솔루션",45850,-2700,-5.56,4756,9.64,13112,3.5,400,0.87
"1429","080580","오킨스전자",24000,1550,6.9,18,1333.33,1845,13.01,0,0
"1430","067170","오텍",13250,-150,-1.12,719,18.43,9288,1.43,130,0.98
"1431","173130","오파스넷",4005,-55,-1.35,NA,NA,1492,2.68,0,0
"1432","049480","오픈베이스",2985,-55,-1.81,51,58.53,2062,1.45,15,0.5
"1433","309930","오하임아이엔티",3400,110,3.34,NA,NA,NA,NA,0,0
"1434","244460","올리패스",32500,550,1.72,NA,NA,1214,26.77,0,0
"1435","226950","올릭스",44450,-1700,-3.68,NA,NA,3203,13.88,0,0
"1436","057540","옴니시스템",2275,-30,-1.3,463,4.91,2326,0.98,0,0
"1437","082210","옵트론텍",9250,-650,-6.57,461,20.07,4750,1.95,30,0.32
"1438","109080","옵티시스",7780,-170,-2.14,579,13.44,6727,1.16,50,0.64
"1439","153710","옵티팜",12150,-250,-2.02,NA,NA,2477,4.91,0,0
"1440","321820","와이더플래닛",25450,-200,-0.78,NA,NA,422,60.31,0,0
"1441","122990","와이솔",13650,-700,-4.88,1228,11.12,12099,1.13,250,1.83
"1442","232140","와이아이케이",6870,-270,-3.78,NA,NA,1580,4.35,0,0
"1443","067900","와이엔텍",15950,50,0.31,1012,15.76,7405,2.15,0,0
"1444","155650","와이엠씨",9480,-200,-2.07,NA,NA,4046,2.34,0,0
"1445","251370","와이엠티",19500,-600,-2.99,900,21.67,5222,3.73,0,0
"1446","066430","와이오엠",2995,20,0.67,NA,NA,940,3.19,0,0
"1447","193250","와이제이엠게임즈",2030,-245,-10.77,NA,NA,1324,1.53,0,0
"1448","273060","와이즈버즈",1725,-15,-0.86,NA,NA,NA,NA,0,0
"1449","019210","와이지-원",6100,-40,-0.65,41,148.78,10380,0.59,120,1.97
"1450","122870","와이지엔터테인먼트",45700,-350,-0.76,NA,NA,18508,2.47,0,0
"1451","332570","와이팜",10700,-500,-4.46,339,31.56,1389,7.7,0,0
"1452","079000","와토스코리아",6330,-170,-2.62,437,14.49,10456,0.61,200,3.16
"1453","070960","용평리조트",4600,-145,-3.06,NA,NA,8222,0.56,0,0
"1454","114630","우노앤컴퍼니",6750,-250,-3.57,NA,NA,4911,1.37,100,1.48
"1455","316140","우리금융지주",9580,-240,-2.44,2727,3.51,29782,0.32,700,7.31
"1456","033660","우리금융캐피탈",10400,-150,-1.42,1784,5.83,14145,0.74,650,6.25
"1457","032820","우리기술",1195,-55,-4.4,NA,NA,339,3.53,0,0
"1458","041190","우리기술투자",4500,-260,-5.46,140,32.14,899,5.01,0,0
"1459","115440","우리넷",9100,-20,-0.22,283,32.16,7874,1.16,50,0.55
"1460","004720","우리들제약",8900,-220,-2.41,26,342.31,4801,1.85,0,0
"1461","118000","우리들휴브레인",2415,-85,-3.4,NA,NA,1020,2.37,0,0
"1462","046970","우리로",1495,-40,-2.61,NA,NA,1107,1.35,0,0
"1463","082850","우리바이오",4900,-140,-2.78,107,45.79,2078,2.36,0,0
"1464","215360","우리산업",24400,-1200,-4.69,802,30.42,12469,1.96,120,0.49
"1465","072470","우리산업홀딩스",5340,-230,-4.13,10,534,6836,0.78,25,0.47
"1466","073560","우리손에프앤지",2125,-85,-3.85,61,34.84,2645,0.8,25,1.18
"1467","153490","우리이앤엘",1250,-70,-5.3,99,12.63,1223,1.02,0,0
"1468","037400","우리조명",2320,-140,-5.69,53,43.77,2799,0.83,0,0
"1469","010050","우리종금",635,-28,-4.22,78,8.14,536,1.18,0,0
"1470","101170","우림기계",4370,-190,-4.17,NA,NA,6428,0.68,0,0
"1471","006980","우성사료",3145,-105,-3.23,464,6.78,5612,0.56,15,0.48
"1472","066590","우수AMS",6290,-180,-2.78,11,571.82,2442,2.58,0,0
"1473","017370","우신시스템",4915,-255,-4.93,347,14.16,6224,0.79,0,0
"1474","103840","우양",5540,-200,-3.48,326,16.99,2347,2.36,0,0
"1475","046940","우원개발",6040,-140,-2.27,818,7.38,4666,1.29,0,0
"1476","215380","우정바이오",6360,-180,-2.75,28,227.14,2555,2.49,0,0
"1477","065680","우주일렉트로",23850,-1750,-6.84,1407,16.95,19095,1.25,300,1.26
"1478","105840","우진",4050,80,2.02,NA,NA,5704,0.71,100,2.47
"1479","018620","우진비앤지",2575,-85,-3.2,NA,NA,1050,2.45,0,0
"1480","010400","우진아이엔에스",7820,-210,-2.62,279,28.03,14032,0.56,250,3.2
"1481","049800","우진플라임",5550,20,0.36,NA,NA,5263,1.05,0,0
"1482","016880","웅진",1085,10,0.93,NA,NA,917,1.18,0,0
"1483","095720","웅진씽크빅",2550,-70,-2.67,NA,NA,3510,0.73,310,12.16
"1484","005820","원림",20650,350,1.72,1450,14.24,39414,0.52,250,1.21
"1485","307280","원바이오젠",1985,-165,-7.67,NA,NA,NA,NA,0,0
"1486","053080","원방테크",48000,-800,-1.64,3571,13.44,25476,1.88,0,0
"1487","032940","원익",4265,-205,-4.59,2577,1.66,6293,0.68,0,0
"1488","240810","원익IPS",49750,-350,-0.7,899,55.34,11543,4.31,0,0
"1489","074600","원익QnC",20100,-450,-2.19,99,203.03,8103,2.48,0,0
"1490","104830","원익머트리얼즈",34600,-1900,-5.21,2229,15.52,24386,1.42,150,0.43
"1491","014190","원익큐브",2105,-135,-6.03,108,19.49,2276,0.92,0,0
"1492","030530","원익홀딩스",6160,-220,-3.45,444,13.87,9949,0.62,0,0
"1493","012620","원일특강",9230,-290,-3.05,2259,4.09,26821,0.34,150,1.63
"1494","008370","원풍",4475,-65,-1.43,173,25.87,6125,0.73,150,3.35
"1495","008290","원풍물산",2310,-125,-5.13,NA,NA,1119,2.06,0,0
"1496","101160","월덱스",21400,-600,-2.73,1180,18.14,5433,3.94,50,0.23
"1497","095270","웨이브일렉트로",2930,95,3.35,NA,NA,1239,2.36,0,0
"1498","010600","웰바이오텍",2955,45,1.55,NA,NA,1774,1.67,0,0
"1499","065950","웰크론",4460,-110,-2.41,NA,NA,2182,2.04,0,0
"1500","076080","웰크론한텍",3315,-135,-3.91,NA,NA,3257,1.02,0,0
"1501","196700","웹스",1925,-60,-3.02,NA,NA,2837,0.68,0,0
"1502","069080","웹젠",36100,-200,-0.55,1369,26.37,10064,3.59,0,0
"1503","053580","웹케시",70300,-2100,-2.9,1406,50,8017,8.77,200,0.28
"1504","071460","위니아딤채",2655,-75,-2.75,131,20.27,2393,1.11,0,0
"1505","044340","위닉스",25250,-500,-1.94,2478,10.19,8541,2.96,500,1.98
"1506","330350","위더스제약",19000,-750,-3.8,1036,18.34,8730,2.18,205,1.08
"1507","348350","위드텍",44800,-1300,-2.82,2969,15.09,12730,3.52,0,0
"1508","112040","위메이드",38100,-1800,-4.51,NA,NA,14108,2.7,600,1.57
"1509","065370","위세아이텍",20500,50,0.24,784,26.15,3255,6.3,50,0.24
"1510","038620","위즈코프",1320,-60,-4.35,2,660,984,1.34,0,0
"1511","299900","위지윅스튜디오",8210,130,1.61,204,40.25,1978,4.15,0,0
"1512","036090","위지트",1710,-130,-7.07,31,55.16,921,1.86,0,0
"1513","136540","윈스",16700,-500,-2.91,1323,12.62,9299,1.8,350,2.1
"1514","320000","윈텍",2740,-85,-3.01,NA,NA,NA,NA,0,0
"1515","097800","윈팩",2460,-100,-3.91,254,9.69,1263,1.95,0,0
"1516","192390","윈하이텍",3290,-150,-4.36,NA,NA,4905,0.67,0,0
"1517","313760","윌링스",16150,-550,-3.29,717,22.52,7453,2.17,80,0.5
"1518","008600","윌비스",1665,0,0,NA,NA,1697,0.98,0,0
"1519","033270","유나이티드제약",52600,900,1.74,2087,25.2,15716,3.35,330,0.63
"1520","014830","유니드",62300,-500,-0.8,7600,8.2,79982,0.78,1200,1.93
"1521","036200","유니셈",12000,-600,-4.76,749,16.02,4198,2.86,50,0.42
"1522","018000","유니슨",3935,-160,-3.91,NA,NA,731,5.38,0,0
"1523","000910","유니온",8410,-700,-7.68,NA,NA,6355,1.32,100,1.19
"1524","047400","유니온머티리얼",4300,-325,-7.03,57,75.44,2045,2.1,50,1.16
"1525","203450","유니온커뮤니티",4295,-195,-4.34,299,14.36,2360,1.82,70,1.63
"1526","011330","유니켐",1460,-20,-1.35,235,6.21,1238,1.18,0,0
"1527","077500","유니퀘스트",11100,-500,-4.31,953,11.65,7830,1.42,150,1.35
"1528","011320","유니크",8150,-310,-3.66,220,37.05,5184,1.57,12,0.15
"1529","086390","유니테스트",24200,-750,-3.01,1259,19.22,7543,3.21,250,1.03
"1530","241690","유니테크노",6750,-190,-2.74,239,28.24,2777,2.43,0,0
"1531","142210","유니트론텍",7590,-30,-0.39,301,25.22,4023,1.89,100,1.32
"1532","048430","유라테크",11050,-400,-3.49,202,54.7,9349,1.18,100,0.9
"1533","206650","유바이오로직스",18500,500,2.78,NA,NA,1221,15.15,0,0
"1534","089850","유비벨록스",11900,-600,-4.8,851,13.98,10348,1.15,0,0
"1535","032620","유비케어",8070,-290,-3.47,133,60.68,1965,4.11,40,0.5
"1536","264450","유비쿼스",20950,-800,-3.68,1089,19.24,8612,2.43,450,2.15
"1537","078070","유비쿼스홀딩스",21200,-650,-2.97,424,50,10715,1.98,130,0.61
"1538","002920","유성기업",3010,-70,-2.27,678,4.44,10636,0.28,200,6.64
"1539","024800","유성티엔에스",2970,-130,-4.19,923,3.22,7121,0.42,15,0.51
"1540","000700","유수홀딩스",5730,0,0,163,35.15,8702,0.66,0,0
"1541","054930","유신",15350,0,0,NA,NA,27126,0.57,0,0
"1542","069330","유아이디",1055,0,0,NA,NA,1284,0.82,0,0
"1543","049520","유아이엘",3795,-5,-0.13,395,9.61,7761,0.49,400,10.54
"1544","287410","유안타제3호스팩",3600,45,1.27,NA,NA,NA,NA,0,0
"1545","313750","유안타제4호스팩",2085,15,0.72,NA,NA,NA,NA,0,0
"1546","336060","유안타제5호스팩",2080,0,0,NA,NA,NA,NA,0,0
"1547","340360","유안타제6호스팩",1995,0,0,NA,NA,NA,NA,0,0
"1548","367460","유안타제7호스팩",2085,20,0.97,NA,NA,NA,NA,0,0
"1549","003470","유안타증권",3055,-55,-1.77,394,7.75,5947,0.51,0,0
"1550","003475","유안타증권우",2395,-75,-3.04,NA,NA,NA,NA,0,0
"1551","056090","유앤아이",4800,-140,-2.83,NA,NA,4892,0.98,0,0
"1552","011690","유양디앤유",1220,0,0,NA,NA,1985,0.61,0,0
"1553","263770","유에스티",4950,-270,-5.17,108,45.83,1957,2.53,0,0
"1554","072130","유엔젤",3745,-125,-3.23,NA,NA,2745,1.36,0,0
"1555","000220","유유제약",11750,-600,-4.86,756,15.54,11570,1.02,210,1.79
"1556","000225","유유제약1우",11150,-550,-4.7,NA,NA,NA,NA,220,1.97
"1557","000227","유유제약2우B",28650,50,0.17,NA,NA,NA,NA,220,0.77
"1558","340930","유일에너테크",28800,-5700,-16.52,1060,27.17,1277,22.55,0,0
"1559","023410","유진기업",4830,-140,-2.82,272,17.76,9929,0.49,150,3.11
"1560","056080","유진로봇",4500,-185,-3.95,NA,NA,1385,3.25,0,0
"1561","321260","유진스팩4호",2110,5,0.24,NA,NA,NA,NA,0,0
"1562","331380","유진스팩5호",2080,5,0.24,NA,NA,NA,NA,0,0
"1563","084370","유진테크",40750,-400,-0.97,257,158.56,10366,3.93,230,0.56
"1564","001200","유진투자증권",3755,-115,-2.97,427,8.79,8151,0.46,70,1.86
"1565","178780","유테크",2395,-260,-9.79,NA,NA,899,2.66,0,0
"1566","179900","유티아이",17200,-350,-1.99,317,54.26,3900,4.41,100,0.58
"1567","263050","유틸렉스",37100,-1800,-4.63,NA,NA,4300,8.63,0,0
"1568","000100","유한양행",62000,-1500,-2.36,616,100.65,23178,2.67,400,0.65
"1569","000105","유한양행우",60200,-1500,-2.43,NA,NA,NA,NA,410,0.68
"1570","003460","유화증권",2255,-10,-0.44,99,22.78,6180,0.36,120,5.32
"1571","003465","유화증권우",2380,5,0.21,NA,NA,NA,NA,130,5.46
"1572","191410","육일씨엔에쓰",3420,40,1.18,NA,NA,3147,1.09,0,0
"1573","008730","율촌화학",22950,-550,-2.34,734,31.27,13790,1.66,500,2.18
"1574","072770","율호",2360,-90,-3.67,NA,NA,636,3.71,0,0
"1575","008250","이건산업",8840,-440,-4.74,73,121.1,16294,0.54,200,2.26
"1576","039020","이건홀딩스",3230,-170,-5,186,17.37,6634,0.49,70,2.17
"1577","025820","이구산업",2930,-125,-4.09,NA,NA,3027,0.97,30,1.02
"1578","060230","이그잭스",1360,-15,-1.09,NA,NA,769,1.77,0,0
"1579","067920","이글루시큐리티",5680,-70,-1.22,211,26.92,4392,1.29,140,2.46
"1580","044960","이글벳",7310,-500,-6.4,100,73.1,2811,2.6,20,0.27
"1581","302430","이노메트리",18450,-450,-2.38,480,38.44,5433,3.4,400,2.17
"1582","214320","이노션",61800,600,0.98,3681,16.79,38184,1.62,1500,2.43
"1583","073490","이노와이어리스",45350,-2500,-5.22,2190,20.71,13479,3.36,250,0.55
"1584","086250","이노와이즈",1405,0,0,NA,NA,NA,NA,0,0
"1585","215790","이노인스트루먼트",2220,-100,-4.31,NA,NA,1476,1.5,0,0
"1586","246960","이노테라피",14600,-300,-2.01,NA,NA,2990,4.88,0,0
"1587","088390","이녹스",11200,-100,-0.88,NA,NA,12820,0.87,0,0
"1588","272290","이녹스첨단소재",47400,400,0.85,3655,12.97,18500,2.56,0,0
"1589","053350","이니텍",4800,-60,-1.23,NA,NA,5856,0.82,20,0.42
"1590","258610","이더블유케이",9250,320,3.58,NA,NA,3422,2.7,0,0
"1591","215090","이디티",672,-32,-4.55,NA,NA,778,0.86,0,0
"1592","041520","이라이콤",10700,-750,-6.55,NA,NA,16821,0.64,100,0.93
"1593","264850","이랜시스",2365,-5,-0.21,48,49.27,895,2.64,40,1.69
"1594","054210","이랜텍",7810,-290,-3.58,571,13.68,7484,1.04,100,1.28
"1595","164060","이루다",12450,-250,-1.97,505,24.65,2456,5.07,0,0
"1596","065440","이루온",1575,-25,-1.56,20,78.75,1263,1.25,0,0
"1597","139480","이마트",169000,-4500,-2.59,7620,22.18,315997,0.53,2000,1.18
"1598","115610","이미지스",1925,-105,-5.17,NA,NA,1528,1.26,0,0
"1599","349720","이베스트스팩5호",2055,10,0.49,NA,NA,NA,NA,0,0
"1600","323210","이베스트이안스팩1호",2045,-10,-0.49,NA,NA,NA,NA,0,0
"1601","078020","이베스트투자증권",6760,-190,-2.73,1132,5.97,9264,0.73,345,5.1
"1602","080010","이상네트웍스",7450,20,0.27,1061,7.02,10650,0.7,100,1.34
"1603","086890","이수앱지스",8130,-200,-2.4,NA,NA,2073,3.92,0,0
"1604","007660","이수페타시스",3355,-95,-2.75,NA,NA,1842,1.82,60,1.79
"1605","005950","이수화학",12300,-600,-4.65,NA,NA,18013,0.68,400,3.25
"1606","015020","이스타코",1020,-55,-5.12,307,3.32,1141,0.89,0,0
"1607","047560","이스트소프트",8660,-340,-3.78,NA,NA,3826,2.26,0,0
"1608","067010","이씨에스",5290,-60,-1.12,308,17.18,3645,1.45,100,1.89
"1609","093230","이아이디",326,-40,-10.93,1,326,251,1.3,0,0
"1610","052190","이에스에이",295,0,0,NA,NA,766,0.39,0,0
"1611","226360","이엑스티",2330,-85,-3.52,NA,NA,1374,1.7,0,0
"1612","101360","이엔드디",31600,-1400,-4.24,1047,30.18,1572,20.1,0,0
"1613","102710","이엔에프테크놀로지",42450,-2250,-5.03,3285,12.92,18688,2.27,150,0.35
"1614","066980","이엔코퍼레이션",1225,5,0.41,5,245,620,1.98,0,0
"1615","074610","이엔플러스",4135,45,1.1,NA,NA,1232,3.36,0,0
"1616","063760","이엘피",12300,-300,-2.38,859,14.32,14225,0.86,120,0.98
"1617","087730","이엠네트웍스",8160,0,0,NA,NA,855,9.54,0,0
"1618","123570","이엠넷",4270,-50,-1.16,322,13.26,2617,1.63,30,0.7
"1619","083470","이엠앤아이",1585,0,0,968,1.64,219,7.24,0,0
"1620","095190","이엠코리아",5320,-180,-3.27,NA,NA,2076,2.56,0,0
"1621","091120","이엠텍",15950,-700,-4.2,24,664.58,11185,1.43,0,0
"1622","102460","이연제약",17900,-200,-1.1,352,50.85,12879,1.39,350,1.96
"1623","039030","이오테크닉스",101200,-3300,-3.16,984,102.85,31593,3.2,150,0.15
"1624","294090","이오플로우",66100,-2500,-3.64,NA,NA,364,181.59,0,0
"1625","088290","이원컴포텍",8990,410,4.78,163,55.15,1155,7.78,0,0
"1626","084680","이월드",3420,-70,-2.01,27,126.67,2729,1.25,0,0
"1627","181340","이즈미디어",15400,700,4.76,NA,NA,5089,3.03,0,0
"1628","353810","이지바이오",6720,-380,-5.35,NA,NA,NA,NA,0,0
"1629","090850","이지웰",9830,-270,-2.67,243,40.45,1650,5.96,90,0.92
"1630","099750","이지케어텍",18300,-450,-2.4,NA,NA,6500,2.82,86,0.47
"1631","035810","이지홀딩스",4460,-245,-5.21,39,114.36,7110,0.63,50,1.12
"1632","160600","이큐셀",310,0,0,NA,NA,563,0.55,0,0
"1633","092130","이크레더블",21100,-300,-1.4,1134,18.61,4460,4.73,740,3.51
"1634","096040","이트론",514,-120,-18.93,NA,NA,187,2.75,0,0
"1635","134060","이퓨쳐",10700,710,7.11,381,28.08,3856,2.77,0,0
"1636","001840","이화공영",6310,-190,-2.92,14,450.71,2157,2.93,10,0.16
"1637","000760","이화산업",16250,-250,-1.52,NA,NA,36329,0.45,0,0
"1638","024810","이화전기",201,-85,-29.72,NA,NA,292,0.69,0,0
"1639","014990","인디에프",1315,-40,-2.95,NA,NA,1063,1.24,0,0
"1640","041830","인바디",18550,-250,-1.33,1532,12.11,10209,1.82,140,0.75
"1641","352940","인바이오",14550,50,0.34,453,32.12,3383,4.3,0,0
"1642","101140","인바이오젠",3220,-165,-4.87,410,7.85,1664,1.94,0,0
"1643","079950","인베니아",2610,-195,-6.95,53,49.25,1945,1.34,0,0
"1644","277410","인산가",1980,-10,-0.5,121,16.36,1154,1.72,30,1.52
"1645","060150","인선이엔티",12500,-250,-1.96,441,28.34,5361,2.33,0,0
"1646","033230","인성정보",2050,-65,-3.07,NA,NA,1538,1.33,0,0
"1647","006490","인스코비",2900,170,6.23,NA,NA,260,11.15,0,0
"1648","037330","인지디스플레",3815,5,0.13,112,34.06,3820,1,75,1.97
"1649","023800","인지컨트롤스",18200,-600,-3.19,NA,NA,11832,1.54,100,0.55
"1650","034590","인천도시가스",24900,0,0,2598,9.58,42280,0.59,1250,5.02
"1651","083640","인콘",2845,55,1.97,NA,NA,1778,1.6,0,0
"1652","216050","인크로스",51500,-2800,-5.16,1240,41.53,8160,6.31,0,0
"1653","049070","인탑스",30200,-1550,-4.88,2073,14.57,25323,1.19,250,0.83
"1654","119610","인터로조",20450,-250,-1.21,1494,13.69,10970,1.86,300,1.47
"1655","017250","인터엠",1490,-15,-1,NA,NA,3079,0.48,100,6.71
"1656","129260","인터지스",4040,-85,-2.06,NA,NA,5900,0.68,0,0
"1657","035080","인터파크",5000,0,0,NA,NA,5001,1,70,1.4
"1658","051370","인터플렉스",13000,-950,-6.81,NA,NA,9337,1.39,0,0
"1659","064290","인텍플러스",22700,-1300,-5.42,448,50.67,1733,13.1,0,0
"1660","189300","인텔리안테크",83200,-3000,-3.48,1119,74.35,11271,7.38,100,0.12
"1661","150840","인트로메딕",1995,-100,-4.77,NA,NA,598,3.34,0,0
"1662","048530","인트론바이오",19600,-2300,-10.5,NA,NA,2032,9.65,0,0
"1663","023810","인팩",7790,-180,-2.26,NA,NA,9376,0.83,120,1.54
"1664","175140","인포마크",8420,-260,-3,NA,NA,3150,2.67,0,0
"1665","115310","인포바인",19650,-600,-2.96,4134,4.75,26580,0.74,900,4.58
"1666","039290","인포뱅크",11100,-550,-4.72,99,112.12,6029,1.84,10,0.09
"1667","041020","인프라웨어",2185,-135,-5.82,NA,NA,745,2.93,0,0
"1668","071200","인피니트헬스케어",6870,-260,-3.65,297,23.13,3469,1.98,0,0
"1669","101930","인화정공",6130,0,0,NA,NA,14229,0.43,0,0
"1670","249420","일동제약",17150,-550,-3.11,NA,NA,10643,1.61,0,0
"1671","000230","일동홀딩스",15100,-350,-2.27,NA,NA,11931,1.27,100,0.66
