"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1500","092460","한라IMS",6450,-180,-2.71,"KOSDAQ","운송장비·부품",75755108100,392,16.45,6891,0.94,100,1.55
"2087","255220","SG",2050,-25,-1.2,"KOSDAQ","비금속",75276055350,287,7.14,1924,1.07,0,0
"2172","290120","대유에이피",6900,-70,-1,"KOSDAQ","운송장비·부품",75104933700,733,9.41,4288,1.61,200,2.9
"807","033230","인성정보",2050,-65,-3.07,"KOSDAQ","컴퓨터서비스",75059181750,NA,NA,1538,1.33,0,0
"1291","069730","DSR제강",5210,-100,-1.88,"KOSPI","철강금속",7.5024e+10,469,11.11,9851,0.53,40,0.77
"1844","177830","파버나인",5430,-160,-2.86,"KOSDAQ","일반전기전자",75020863710,NA,NA,4104,1.32,0,0
"2095","258790","소프트캠프",3000,80,2.74,"KOSDAQ","출판·매체복제",74973852000,26,115.38,401,7.48,0,0
"523","012320","경동인베스트",31700,150,0.48,"KOSPI","기타금융",74971229100,4007,7.91,171962,0.18,500,1.58
"1981","219130","타이거일렉",11850,-700,-5.58,"KOSDAQ","반도체",74824336500,255,46.47,6915,1.71,0,0
"555","014190","원익큐브",2105,-135,-6.03,"KOSDAQ","유통",74516802130,108,19.49,2276,0.92,0,0
"646","019590","엠벤처투자",1160,30,2.65,"KOSDAQ","금융",74482137240,133,8.72,627,1.85,0,0
"631","018620","우진비앤지",2575,-85,-3.2,"KOSDAQ","제약",74389929475,NA,NA,1050,2.45,0,0
"1207","064520","바른전자",1005,0,0,"KOSDAQ","반도체",74054909385,NA,NA,639,1.57,0,0
"1473","090410","덕신하우징",1600,0,0,"KOSDAQ","금속",73734552000,39,41.03,1814,0.88,0,0
"1635","110020","전진바이오팜",12200,0,0,"KOSDAQ","화학",73712802600,NA,NA,557,21.9,0,0
"2070","246960","이노테라피",14600,-300,-2.01,"KOSDAQ","제약",73645086400,NA,NA,2990,4.88,0,0
"633","018680","서울제약",8620,-280,-3.15,"KOSDAQ","제약",73481388260,28,307.86,5958,1.45,15,0.17
"1537","096350","대창솔루션",448,-11,-2.4,"KOSDAQ","금속",73364932032,NA,NA,412,1.09,0,0
"1760","138690","엘아이에스",4560,-125,-2.67,"KOSDAQ","반도체",73349966640,NA,NA,2625,1.74,0,0
"453","009620","삼보산업",1925,165,9.38,"KOSDAQ","금속",73327573550,NA,NA,655,2.94,0,0
"553","014130","한익스프레스",6100,-150,-2.4,"KOSPI","운수창고업",7.32e+10,479,12.73,5960,1.02,70,1.15
"2096","258830","세종메디칼",10800,-900,-7.69,"KOSDAQ","의료·정밀기기",73199602800,520,20.77,6822,1.58,100,0.93
"918","039020","이건홀딩스",3230,-170,-5,"KOSDAQ","종이·목재",72948610070,186,17.37,6634,0.49,70,2.17
"612","017480","삼현철강",4640,-240,-4.92,"KOSDAQ","금속",72861409600,424,10.94,9497,0.49,150,3.23
"862","036170","클라우드에어",1555,-85,-5.18,"KOSDAQ","반도체",72835654195,NA,NA,2258,0.69,0,0
"1240","066410","버킷스튜디오",1765,15,0.86,"KOSDAQ","디지털컨텐츠",72736945510,NA,NA,1334,1.32,0,0
"107","001560","제일연마",7260,-110,-1.49,"KOSPI","비금속광물",7.26e+10,853,8.51,8396,0.86,220,3.03
"1370","079970","투비소프트",1955,-40,-2.01,"KOSDAQ","소프트웨어",72556943330,NA,NA,1778,1.1,0,0
"2051","239890","피엔에이치테크",16050,-850,-5.03,"KOSDAQ","화학",72482056800,NA,NA,NA,NA,0,0
"182","003010","혜인",5700,-200,-3.39,"KOSPI","유통업",72462657900,412,13.83,8192,0.7,60,1.05
"1402","083650","비에이치아이",2780,-105,-3.64,"KOSDAQ","기계·장비",7.228e+10,NA,NA,2685,1.04,0,0
"2113","263810","상신전자",5070,-10,-0.2,"KOSDAQ","일반전기전자",72220720260,176,28.81,2424,2.09,0,0
"645","019570","리더스 기술투자",753,-21,-2.71,"KOSDAQ","금융",72204154956,NA,NA,293,2.57,0,0
"456","009770","삼정펄프",28850,0,0,"KOSPI","종이목재",72124163350,1868,15.44,73851,0.39,0,0
"2271","322780","코퍼스코리아",2095,10,0.48,"KOSDAQ","오락·문화",71870387030,NA,NA,NA,NA,0,0
"1571","100660","서암기계공업",5680,-100,-1.73,"KOSDAQ","기계·장비",7.1568e+10,173,32.83,4891,1.16,50,0.88
"1832","171010","램테크놀러지",6150,-130,-2.07,"KOSDAQ","반도체",71382853200,276,22.28,2683,2.29,0,0
"509","011690","유양디앤유",1220,0,0,"KOSPI","전기전자",71362925220,NA,NA,1985,0.61,0,0
"1601","103840","우양",5540,-200,-3.48,"KOSDAQ","음식료·담배",71233320000,326,16.99,2347,2.36,0,0
"1168","059120","아진엑스텍",7300,-430,-5.56,"KOSDAQ","반도체",71164750800,253,28.85,4198,1.74,100,1.37
"1602","104040","대성파인텍",2270,-90,-3.81,"KOSDAQ","운송장비·부품",71053907870,39,58.21,1693,1.34,0,0
"1093","052860","아이앤씨",4010,-250,-5.87,"KOSDAQ","반도체",70953156540,339,11.83,3126,1.28,100,2.49
"1740","133820","화인베스틸",2400,-30,-1.23,"KOSPI","철강금속",7.092e+10,NA,NA,3118,0.77,0,0
"2225","307180","아이엘사이언스",3340,-15,-0.45,"KOSDAQ","일반전기전자",70881556820,NA,NA,621,5.38,0,0
"986","043910","자연과환경",1300,-35,-2.62,"KOSDAQ","기타서비스",70791966700,NA,NA,835,1.56,0,0
"1883","192410","감마누",2490,-140,-5.32,"KOSDAQ","통신장비",70447271730,711,3.5,17361,0.14,0,0
"1082","052300","W홀딩컴퍼니",303,-5,-1.62,"KOSDAQ","운송",70422682179,NA,NA,429,0.71,0,0
"1730","131100","스카이이앤엠",1730,-90,-4.95,"KOSDAQ","유통",70380557190,NA,NA,516,3.35,0,0
"857","036000","예림당",3050,-85,-2.71,"KOSDAQ","출판·매체복제",70254544850,NA,NA,9308,0.33,0,0
"2006","225430","케이엠제약",2515,-85,-3.27,"KOSDAQ","화학",70135930750,NA,NA,1077,2.34,0,0
"2192","294630","서남",3440,-160,-4.44,"KOSDAQ","일반전기전자",70056150400,NA,NA,357,9.64,0,0
"508","011560","세보엠이씨",6630,240,3.76,"KOSDAQ","건설",69813900000,NA,NA,14252,0.47,150,2.26
"789","032750","삼진",11600,-350,-2.93,"KOSDAQ","일반전기전자",6.96e+10,2019,5.75,12767,0.91,200,1.72
"324","005860","한일사료",1765,0,0,"KOSDAQ","음식료·담배",69547504025,NA,NA,1568,1.13,25,1.42
"1348","078350","한양디지텍",5070,-270,-5.06,"KOSDAQ","반도체",69518090850,NA,NA,2890,1.75,0,0
"1102","053260","금강철강",3710,145,4.07,"KOSDAQ","금속",69451200000,265,14,5902,0.63,100,2.7
"1837","174880","장원테크",964,-51,-5.02,"KOSDAQ","통신장비",69409258984,NA,NA,2073,0.47,0,0
"868","036480","대성미생물",18250,-550,-2.93,"KOSDAQ","제약",6.935e+10,750,24.33,9235,1.98,85,0.47
"1046","049550","잉크테크",4325,-65,-1.48,"KOSDAQ","화학",69286205900,NA,NA,2246,1.93,0,0
"774","031860","엔에스엔",1325,-90,-6.36,"KOSDAQ","유통",69132435475,NA,NA,952,1.39,0,0
"1564","100030","모바일리더",20900,800,3.98,"KOSDAQ","소프트웨어",68629622600,NA,NA,9486,2.2,0,0
"2226","307280","원바이오젠",1985,-165,-7.67,"KOSDAQ","제약",68595079275,NA,NA,NA,NA,0,0
"519","012170","키위미디어그룹",1105,0,0,"KOSPI","서비스업",68534900070,NA,NA,NA,NA,0,0
"54","000850","화천기공",31150,-250,-0.8,"KOSPI","기계",6.853e+10,3388,9.19,134845,0.23,1250,4.01
"1724","130500","GH신소재",6220,-90,-1.43,"KOSDAQ","섬유·의류",6.842e+10,204,30.49,3899,1.6,0,0
"1047","049630","재영솔루텍",930,-21,-2.21,"KOSDAQ","IT부품",68329219470,82,11.34,744,1.25,0,0
"501","011300","성안",1200,20,1.69,"KOSPI","섬유의복",68229432000,NA,NA,1131,1.06,0,0
"1119","054040","한국컴퓨터",4245,-100,-2.3,"KOSDAQ","IT부품",68222626050,496,8.56,5849,0.73,130,3.06
"2118","264850","이랜시스",2365,-5,-0.21,"KOSDAQ","일반전기전자",67998035380,48,49.27,895,2.64,40,1.69
"1411","084670","동양고속",23450,-250,-1.05,"KOSPI","운수창고업",67901093050,12104,1.94,45514,0.52,4700,20.04
"310","005670","푸드웰",6790,-160,-2.3,"KOSDAQ","음식료·담배",6.79e+10,3153,2.15,7681,0.88,100,1.47
"1357","078940","코드네이처",2120,0,0,"KOSDAQ","건설",67860235400,NA,NA,695,3.05,0,0
"933","039670","한류타임즈",3680,0,0,"KOSDAQ","출판·매체복제",67793710720,NA,NA,NA,NA,0,0
"284","005010","휴스틸",8870,10,0.11,"KOSPI","철강금속",67604195160,NA,NA,52030,0.17,300,3.38
"1976","217620","디딤",1825,-75,-3.95,"KOSDAQ","숙박·음식",67528476625,39,46.79,887,2.06,0,0
"1227","065570","삼영이엔씨",7030,-370,-5,"KOSDAQ","통신장비",67471142060,NA,NA,8544,0.82,0,0
"381","007370","진양제약",5600,-200,-3.45,"KOSDAQ","제약",6.72e+10,147,38.1,3639,1.54,100,1.79
"1373","080010","이상네트웍스",7450,20,0.27,"KOSDAQ","인터넷",67161750000,1061,7.02,10650,0.7,100,1.34
"2233","309930","오하임아이엔티",3400,110,3.34,"KOSDAQ","금융",67142149400,NA,NA,NA,NA,0,0
"2308","339950","아이비김영",1580,0,0,"KOSDAQ","기타서비스",67128914900,NA,NA,NA,NA,0,0
"473","010280","쌍용정보통신",1655,-50,-2.93,"KOSDAQ","컴퓨터서비스",66967976270,32,51.72,1095,1.51,0,0
"42","000590","CS홀딩스",58000,-800,-1.36,"KOSPI","기타금융",66959956000,8435,6.88,195584,0.3,500,0.86
"971","042940","상지카일룸",1145,5,0.44,"KOSDAQ","건설",66939836155,NA,NA,1064,1.08,0,0
"1072","051780","큐로홀딩스",555,-23,-3.98,"KOSDAQ","방송서비스",66933441225,NA,NA,276,2.01,0,0
"2147","277070","린드먼아시아",4955,-325,-6.16,"KOSDAQ","금융",66892500000,313,15.83,3356,1.48,89,1.8
"666","021650","한국큐빅",4080,-80,-1.92,"KOSDAQ","화학",66710297040,206,19.81,3499,1.17,25,0.61
"2257","318000","한국바이오젠",8150,-270,-3.21,"KOSDAQ","화학",66641123750,NA,NA,3159,2.58,50,0.61
"1737","131760","파인텍",1550,-20,-1.27,"KOSDAQ","IT부품",66533874000,3,516.67,1459,1.06,0,0
"1762","139050","시티랩스",945,-50,-5.03,"KOSDAQ","컴퓨터서비스",66524998680,NA,NA,417,2.27,0,0
"1551","097870","효성오앤비",7830,-330,-4.04,"KOSDAQ","화학",66476700000,203,38.57,7102,1.1,100,1.28
"961","042110","에스씨디",1375,-50,-3.51,"KOSDAQ","일반전기전자",66453150500,NA,NA,2083,0.66,15,1.09
"542","013360","일성건설",1230,-55,-4.28,"KOSPI","건설업",66450602400,30,41,1688,0.73,15,1.22
"1335","076080","웰크론한텍",3315,-135,-3.91,"KOSDAQ","건설",66234038130,NA,NA,3257,1.02,0,0
"1498","092300","현우산업",4275,-145,-3.28,"KOSDAQ","IT부품",66155103450,156,27.4,4933,0.87,100,2.34
"2256","317870","엔바이오니아",8690,-440,-4.82,"KOSDAQ","기타제조",65901092950,159,54.65,2897,3,0,0
"425","008870","금비",65900,-1500,-2.23,"KOSPI","비금속광물",6.59e+10,8088,8.15,103528,0.64,1700,2.58
"158","002680","한탑",2330,180,8.37,"KOSDAQ","음식료·담배",65869072040,NA,NA,1573,1.48,0,0
"923","039240","경남스틸",2630,-35,-1.31,"KOSDAQ","금속",6.575e+10,186,14.14,3487,0.75,90,3.42
"360","006660","삼성공조",8050,-210,-2.54,"KOSPI","운수장비",65416827700,593,13.58,26712,0.3,60,0.75
"1379","080520","오디텍",5550,-140,-2.46,"KOSDAQ","반도체",65193679950,192,28.91,10005,0.55,100,1.8
"1054","050090","휘닉스소재",822,-41,-4.75,"KOSDAQ","IT부품",65052210324,NA,NA,395,2.08,0,0
"1254","067010","이씨에스",5290,-60,-1.12,"KOSDAQ","정보기기",65035260000,308,17.18,3645,1.45,100,1.89
"733","027040","서울전자통신",934,-26,-2.71,"KOSDAQ","유통",64995983098,59,15.83,1343,0.7,0,0
"655","020180","대신정보통신",1690,-25,-1.46,"KOSDAQ","컴퓨터서비스",64944866350,39,43.33,678,2.49,10,0.59
"374","007120","미래아이앤지",501,-20,-3.84,"KOSPI","서비스업",64871558148,109,4.6,537,0.93,0,0
"1181","060540","에스에이티",2480,-75,-2.94,"KOSDAQ","통신장비",64810598880,355,6.99,3231,0.77,50,2.02
"1729","131090","시큐브",1610,0,0,"KOSDAQ","소프트웨어",6.44e+10,133,12.11,754,2.14,10,0.62
"1008","046110","한일네트웍스",5370,-10,-0.19,"KOSDAQ","컴퓨터서비스",64194198990,589,9.12,5635,0.95,230,4.28
"1641","111820","지와이커머스",2470,0,0,"KOSDAQ","인터넷",64178466950,NA,NA,18,137.22,0,0
"1324","073540","에프알텍",5620,-60,-1.06,"KOSDAQ","통신장비",6.4068e+10,NA,NA,2742,2.05,0,0
"1611","105550","트루윈",4490,-205,-4.37,"KOSDAQ","일반전기전자",63833315260,NA,NA,2075,2.16,0,0
"613","017510","세명전기",4185,-155,-3.57,"KOSDAQ","금속",63804510000,224,18.68,4681,0.89,80,1.91
"1700","123700","SJM",4070,50,1.24,"KOSPI","운수장비",63511934860,438,9.29,10621,0.38,125,3.07
"476","010470","오리콤",5360,-260,-4.63,"KOSDAQ","기타서비스",63489468000,532,10.08,7081,0.76,220,4.1
"1472","090370","메타랩스",996,7,0.71,"KOSPI","섬유의복",63435177252,NA,NA,1022,0.97,0,0
"1843","177350","베셀",5640,-180,-3.09,"KOSDAQ","반도체",63124955520,NA,NA,1742,3.24,0,0
"916","038950","파인디지털",6180,-270,-4.19,"KOSDAQ","통신장비",63102527700,NA,NA,8435,0.73,50,0.81
"1912","203450","유니온커뮤니티",4295,-195,-4.34,"KOSDAQ","일반전기전자",63046335065,299,14.36,2360,1.82,70,1.63
"1791","147830","제룡산업",6290,-260,-3.97,"KOSDAQ","금속",6.29e+10,255,24.67,5685,1.11,100,1.59
"2069","246720","아스타",5470,130,2.43,"KOSDAQ","제약",62864100810,NA,NA,1291,4.24,0,0
"1655","115310","인포바인",19650,-600,-2.96,"KOSDAQ","통신서비스",62740150950,4134,4.75,26580,0.74,900,4.58
"1797","150840","인트로메딕",1995,-100,-4.77,"KOSDAQ","의료·정밀기기",62582004870,NA,NA,598,3.34,0,0
"1998","222980","한국맥널티",5940,-130,-2.14,"KOSDAQ","음식료·담배",62576682300,NA,NA,2769,2.15,0,0
"65","001000","신라섬유",2575,-240,-8.53,"KOSDAQ","유통",62514665500,9,286.11,595,4.33,0,0
"2115","263920","블러썸엠앤씨",4555,0,0,"KOSDAQ","기타제조",62509048460,NA,NA,6606,0.69,0,0
"1268","067920","이글루시큐리티",5680,-70,-1.22,"KOSDAQ","소프트웨어",62457955920,211,26.92,4392,1.29,140,2.46
"1239","066360","체리부로",2240,-25,-1.1,"KOSDAQ","음식료·담배",62434117760,NA,NA,3225,0.69,0,0
"721","025870","신라에스지",15600,-1550,-9.04,"KOSDAQ","유통",6.24e+10,181,86.19,3963,3.94,0,0
"1802","153490","우리이앤엘",1250,-70,-5.3,"KOSDAQ","반도체",6.2375e+10,99,12.63,1223,1.02,0,0
"589","016100","리더스코스메틱",3380,-75,-2.17,"KOSDAQ","화학",62106922020,NA,NA,1590,2.13,0,0
"1701","123750","알톤스포츠",4830,-115,-2.33,"KOSDAQ","운송장비·부품",61564614510,NA,NA,1245,3.88,0,0
"767","031310","아이즈비전",3900,-130,-3.23,"KOSDAQ","통신장비",61513038600,NA,NA,5581,0.7,0,0
"1169","059210","메타바이오메드",2575,-70,-2.65,"KOSDAQ","제약",61445553825,143,18.01,2232,1.15,10,0.39
"1965","215480","토박스코리아",1340,25,1.9,"KOSDAQ","유통",61320324240,4,335,555,2.41,0,0
"1128","054540","삼영엠텍",4710,-170,-3.48,"KOSDAQ","금속",6.123e+10,273,17.25,5964,0.79,100,2.12
"1997","222810","마이더스AI",508,-24,-4.51,"KOSDAQ","소프트웨어",60986553668,NA,NA,91,5.58,0,0
"2114","263860","지니언스",6450,-370,-5.43,"KOSDAQ","소프트웨어",60917670000,343,18.8,3585,1.8,0,0
"1627","108860","셀바스AI",2760,-105,-3.66,"KOSDAQ","소프트웨어",60874408200,NA,NA,1380,2,0,0
"702","024850","피에스엠씨",1520,-50,-3.18,"KOSDAQ","반도체",60825114960,2,760,510,2.98,0,0
"1286","069460","대호에이엘",2240,-30,-1.32,"KOSPI","철강금속",60782039360,NA,NA,972,2.3,0,0
"356","006570","대림통상",3980,-50,-1.24,"KOSPI","기계",60595500000,NA,NA,6005,0.66,140,3.52
"1378","080470","성창오토텍",8300,-400,-4.6,"KOSDAQ","운송장비·부품",6.059e+10,NA,NA,5186,1.6,30,0.36
"1368","079950","인베니아",2610,-195,-6.95,"KOSDAQ","기계·장비",6.0552e+10,53,49.25,1945,1.34,0,0
"1199","063760","이엘피",12300,-300,-2.38,"KOSDAQ","반도체",60399150000,859,14.32,14225,0.86,120,0.98
"639","019180","티에이치엔",3350,-90,-2.62,"KOSPI","전기전자",6.03e+10,959,3.49,3503,0.96,60,1.79
"787","032680","소프트센",1685,-80,-4.53,"KOSDAQ","유통",60282224685,NA,NA,975,1.73,0,0
"1719","128660","피제이메탈",2415,55,2.33,"KOSDAQ","금속",59900136135,85,28.41,1634,1.48,100,4.14
"1467","090080","평화산업",1090,-45,-3.96,"KOSPI","운수장비",59843462310,NA,NA,610,1.79,0,0
"1483","091340","S&K폴리텍",5110,-250,-4.66,"KOSDAQ","IT부품",59806014310,1368,3.74,7586,0.67,0,0
"1122","054180","메디콕스",1365,-20,-1.44,"KOSDAQ","운송장비·부품",59732776740,NA,NA,756,1.81,0,0
"474","010400","우진아이엔에스",7820,-210,-2.62,"KOSPI","건설업",59604040000,279,28.03,14032,0.56,250,3.2
"1804","154030","아시아종묘",5650,-190,-3.25,"KOSDAQ","농업, 임업 및 어업",59539609600,NA,NA,1562,3.62,0,0
"1711","126640","화신정공",1635,-40,-2.39,"KOSDAQ","운송장비·부품",59471305245,99,16.52,2217,0.74,30,1.83
"1352","078650","코렌",862,-23,-2.6,"KOSDAQ","의료·정밀기기",59456771526,NA,NA,1030,0.84,0,0
"1919","204630","스튜디오산타클로스",2015,-70,-3.36,"KOSDAQ","오락·문화",59349517825,NA,NA,1371,1.47,0,0
"2093","257370","명성티엔에스",9210,0,0,"KOSDAQ","IT부품",59319850890,79,116.58,6005,1.53,0,0
"143","002290","삼일기업공사",4770,70,1.49,"KOSDAQ","건설",5.9148e+10,265,18,4744,1.01,100,2.1
"389","007610","선도전기",3280,-225,-6.42,"KOSPI","전기전자",5.904e+10,NA,NA,4797,0.68,25,0.76
"932","039610","화성밸브",5670,-140,-2.41,"KOSDAQ","기계·장비",59026968000,284,19.96,6985,0.81,0,0
"660","021040","대호피앤씨",807,-17,-2.06,"KOSDAQ","금속",59002050582,10,80.7,933,0.86,0,0
"1579","101170","우림기계",4370,-190,-4.17,"KOSDAQ","기계·장비",5.8995e+10,NA,NA,6428,0.68,0,0
"2254","317830","에스피시스템스",7240,-210,-2.82,"KOSDAQ","기계·장비",58974868000,212,34.15,3737,1.94,20,0.28
"672","023150","MH에탄올",7990,280,3.63,"KOSPI","음식료품",58954422740,NA,NA,7785,1.03,350,4.38
"894","037440","희림",4220,20,0.48,"KOSDAQ","기타서비스",58752844500,288,14.65,3827,1.1,150,3.55
"139","002220","한일철강",2225,10,0.45,"KOSPI","철강금속",58734081500,NA,NA,6586,0.34,0,0
"715","025560","미래산업",3145,-30,-0.94,"KOSPI","의료정밀",58694911705,NA,NA,3850,0.82,0,0
"1319","073070","에이팸",2035,0,0,"KOSDAQ","운송장비·부품",58427546375,NA,NA,2250,0.9,0,0
"1915","204020","그리티",2895,-95,-3.18,"KOSDAQ","섬유·의류",58326809850,89,32.53,3678,0.79,30,1.04
"406","008110","대동전자",5540,-110,-1.95,"KOSPI","전기전자",58117076380,512,10.82,13257,0.42,500,9.03
"1683","121850","코이즈",3770,-35,-0.92,"KOSDAQ","IT부품",58101419090,NA,NA,1245,3.03,0,0
"1306","071850","캐스텍코리아",3495,5,0.14,"KOSDAQ","운송장비·부품",57909312060,NA,NA,7346,0.48,0,0
"2238","311390","네오크레마",7910,-180,-2.22,"KOSDAQ","음식료·담배",57869520450,164,48.23,5197,1.52,0,0
"952","041590","젬백스지오",746,-5,-0.67,"KOSDAQ","건설",57868551610,NA,NA,1169,0.64,0,0
"2210","300080","플리토",11100,-600,-5.13,"KOSDAQ","디지털컨텐츠",57828902100,NA,NA,4642,2.39,0,0
"893","037400","우리조명",2320,-140,-5.69,"KOSDAQ","일반전기전자",57822162720,53,43.77,2799,0.83,0,0
"606","017000","신원종합개발",5620,-50,-0.88,"KOSDAQ","건설",57706311740,1351,4.16,8649,0.65,0,0
"492","011080","형지I&C",1480,-80,-5.13,"KOSDAQ","섬유·의류",57654388640,NA,NA,581,2.55,0,0
"510","011700","한신기계",1770,-20,-1.12,"KOSPI","기계",57429687270,51,34.71,2496,0.71,15,0.85
"1986","220180","핸디소프트",2960,-30,-1,"KOSDAQ","소프트웨어",5.7424e+10,NA,NA,2868,1.03,0,0
"1805","154040","솔루에타",4420,-250,-5.35,"KOSDAQ","IT부품",57372245320,NA,NA,4924,0.9,0,0
"1920","204840","지엘팜텍",1215,-80,-6.18,"KOSDAQ","기타서비스",57360416085,NA,NA,62,19.6,0,0
"1590","101930","인화정공",6130,0,0,"KOSDAQ","운송장비·부품",57203351650,NA,NA,14229,0.43,0,0
"34","000440","중앙에너비스",9160,460,5.29,"KOSDAQ","유통",57040510800,132,69.39,7246,1.26,160,1.75
"2015","226400","오스테오닉",3745,-175,-4.46,"KOSDAQ","의료·정밀기기",57035028015,40,93.63,2295,1.63,0,0
"1661","115530","씨엔플러스",839,0,0,"KOSDAQ","IT부품",57020957000,NA,NA,222,3.78,0,0
"605","016920","카스",2380,-100,-4.03,"KOSDAQ","유통",56988381240,140,17,1893,1.26,10,0.42
"1056","050120","라이브플렉스",4195,-45,-1.06,"KOSDAQ","유통",56901340770,NA,NA,6670,0.63,0,0
"2179","290660","네오펙트",3005,-50,-1.64,"KOSDAQ","의료·정밀기기",56813371400,NA,NA,907,3.31,0,0
"697","024740","한일단조",1895,-35,-1.81,"KOSDAQ","운송장비·부품",56644066560,107,17.71,3698,0.51,0,0
"791","032800","판타지오",778,0,0,"KOSDAQ","오락·문화",56563667654,NA,NA,323,2.41,0,0
"172","002820","선창산업",4475,-65,-1.43,"KOSPI","종이목재",56420750775,NA,NA,17354,0.26,0,0
"1140","056000","COWON",2860,0,0,"KOSDAQ","디지털컨텐츠",56399843500,NA,NA,1229,2.33,0,0
"1034","048770","TPC",4155,-195,-4.48,"KOSDAQ","기계·장비",56070254130,NA,NA,2030,2.05,15,0.36
"109","001620","케이비아이동국실업",848,-26,-2.97,"KOSPI","운수장비",56003677056,NA,NA,2665,0.32,0,0
"1060","050860","아세아텍",3200,-50,-1.54,"KOSDAQ","기계·장비",5.6e+10,60,53.33,5637,0.57,50,1.56
"630","018500","동원금속",1190,135,12.8,"KOSPI","운수장비",55638370270,350,3.4,1363,0.87,0,0
"1444","087600","픽셀플러스",6800,-110,-1.59,"KOSDAQ","반도체",55532594400,NA,NA,9523,0.71,0,0
"1050","049800","우진플라임",5550,20,0.36,"KOSPI","기계",5.55e+10,NA,NA,5263,1.05,0,0
"898","037760","쎄니트",1640,-90,-5.2,"KOSDAQ","금속",55485990440,62,26.45,2143,0.77,30,1.83
"1334","075970","동국알앤에스",3010,-155,-4.9,"KOSDAQ","비금속",5.5384e+10,140,21.5,4066,0.74,80,2.66
"1524","094970","제이엠티",3305,220,7.13,"KOSDAQ","IT부품",55352933200,57,57.98,3300,1,50,1.51
"1659","115480","씨유메디칼",2050,-70,-3.3,"KOSDAQ","의료·정밀기기",55224468250,NA,NA,2747,0.75,0,0
"390","007630","폴루스바이오팜",1225,0,0,"KOSPI","유통업",55134426375,NA,NA,1509,0.81,0,0
"1872","189690","포시에스",6670,-280,-4.03,"KOSDAQ","소프트웨어",55098275370,671,9.94,6906,0.97,100,1.5
"1318","073010","케이에스피",1520,-30,-1.94,"KOSDAQ","기계·장비",55012230640,46,33.04,629,2.42,0,0
"2173","290270","휴네시온",5720,-130,-2.22,"KOSDAQ","소프트웨어",54955883840,187,30.59,2478,2.31,35,0.61
"975","043200","파루",1415,-20,-1.39,"KOSDAQ","IT부품",54881407505,13,108.85,1267,1.12,0,0
"1539","096610","알에프세미",5750,-200,-3.36,"KOSDAQ","반도체",54594663000,NA,NA,6140,0.94,13,0.23
"782","032540","TJ미디어",3900,-75,-1.89,"KOSDAQ","일반전기전자",54333275100,64,60.94,5642,0.69,50,1.28
"1717","127710","아시아경제",2125,-90,-4.06,"KOSDAQ","디지털컨텐츠",54206059750,146,14.55,4044,0.53,0,0
"1489","091970","나노캠텍",1930,-45,-2.28,"KOSDAQ","화학",54195220250,NA,NA,2292,0.84,0,0
"1718","128540","에코캡",3720,-155,-4,"KOSDAQ","운송장비·부품",54158736000,76,48.95,4556,0.82,0,0
"1753","138070","신진에스엠",6030,-150,-2.43,"KOSDAQ","금속",54102263490,275,21.93,7926,0.76,70,1.16
"1561","099440","스맥",1760,-65,-3.56,"KOSDAQ","기계·장비",54092911840,NA,NA,3428,0.51,0,0
"2148","277410","인산가",1980,-10,-0.5,"KOSDAQ","음식료·담배",54027521460,121,16.36,1154,1.72,30,1.52
"1299","071090","하이스틸",27000,5200,23.85,"KOSPI","철강금속",53998488000,16,1687.5,63833,0.42,100,0.37
"1002","045510","정원엔시스",1675,-45,-2.62,"KOSDAQ","컴퓨터서비스",53950564100,25,67,1200,1.4,0,0
"61","000950","전방",32100,-900,-2.73,"KOSPI","섬유의복",5.3928e+10,NA,NA,50283,0.64,0,0
"1628","109070","컨버즈",4100,0,0,"KOSPI","종이목재",53879690800,NA,NA,1010,4.06,0,0
"1727","130740","티피씨글로벌",4770,-290,-5.73,"KOSDAQ","운송장비·부품",53789758830,NA,NA,5671,0.84,20,0.42
"412","008370","원풍",4475,-65,-1.43,"KOSDAQ","화학",5.37e+10,173,25.87,6125,0.73,150,3.35
"1991","221980","케이디켐",13300,-150,-1.12,"KOSDAQ","화학",53662840000,1917,6.94,19151,0.69,500,3.76
"814","033340","좋은사람들",1075,-80,-6.93,"KOSDAQ","섬유·의류",53651340800,NA,NA,2156,0.5,0,0
"912","038620","위즈코프",1320,-60,-4.35,"KOSDAQ","유통",53576206200,2,660,984,1.34,0,0
"1670","119500","포메탈",4520,-65,-1.42,"KOSDAQ","금속",53549488640,186,24.3,3776,1.2,60,1.33
"1689","122690","서진오토모티브",2740,60,2.24,"KOSDAQ","운송장비·부품",53543014040,NA,NA,4352,0.63,0,0
"692","024070","WISCOM",3485,-155,-4.26,"KOSPI","화학",53412636430,70,49.79,7697,0.45,50,1.43
"1193","062970","피피아이",5720,-220,-3.7,"KOSDAQ","일반전기전자",53242818200,339,16.87,2409,2.37,0,0
"2046","238120","얼라인드",7370,-250,-3.28,"KOSDAQ","의료·정밀기기",52986231760,16,460.63,2918,2.53,0,0
"2153","279600","미디어젠",11400,200,1.79,"KOSDAQ","소프트웨어",52876403400,NA,NA,3891,2.93,0,0
"1200","064090","에프앤리퍼블릭",481,-22,-4.37,"KOSDAQ","유통",52859059695,NA,NA,423,1.14,0,0
