"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1124","054220","비츠로시스",5930,0,0,"KOSDAQ","일반전기전자",127850669540,NA,NA,NA,NA,0,0
"1617","106190","하이텍팜",18000,-1500,-7.69,"KOSDAQ","유통",127598076000,NA,NA,13907,1.29,50,0.28
"926","039340","한국경제TV",5540,-200,-3.48,"KOSDAQ","방송서비스",1.2742e+11,671,8.26,5300,1.05,90,1.62
"1030","048430","유라테크",11050,-400,-3.49,"KOSDAQ","일반전기전자",1.27296e+11,202,54.7,9349,1.18,100,0.9
"1266","067830","세이브존I&C",3100,-45,-1.43,"KOSPI","유통업",127226774500,590,5.25,10914,0.28,30,0.97
"2014","226360","이엑스티",2330,-85,-3.52,"KOSDAQ","건설",126599391990,NA,NA,1374,1.7,0,0
"117","001750","한양증권",9940,-260,-2.55,"KOSPI","증권",126521627960,1726,5.76,22236,0.45,350,3.52
"872","036560","영풍정밀",8020,-80,-0.99,"KOSDAQ","기계·장비",1.26315e+11,799,10.04,18057,0.44,300,3.74
"795","032860","휴먼엔",11000,0,0,"KOSDAQ","기타서비스",126299283000,NA,NA,2840,3.87,0,0
"1653","115160","휴맥스",4350,-150,-3.33,"KOSDAQ","통신장비",126239105400,850,5.12,16662,0.26,0,0
"1327","073640","테라사이언스",1830,-40,-2.14,"KOSDAQ","금속",126071831130,NA,NA,479,3.82,0,0
"1087","052600","한네트",10900,150,1.4,"KOSDAQ","통신서비스",126044330000,98,111.22,3033,3.59,100,0.92
"1235","065950","웰크론",4460,-110,-2.41,"KOSDAQ","섬유·의류",125911606920,NA,NA,2182,2.04,0,0
"1192","062860","티엘아이",12750,-250,-1.92,"KOSDAQ","반도체",125877180000,180,70.83,7219,1.77,100,0.78
"1288","069540","라이트론",5420,0,0,"KOSDAQ","통신장비",125605134180,276,19.64,2648,2.05,0,0
"2098","260660","알리코제약",12150,-250,-2.02,"KOSDAQ","제약",125149556250,1007,12.07,6969,1.74,200,1.65
"573","014940","오리엔탈정공",2745,-35,-1.26,"KOSDAQ","기계·장비",125099699445,77,35.65,689,3.98,0,0
"1435","086710","선진뷰티사이언스",20450,-1550,-7.05,"KOSDAQ","화학",125065042500,1270,16.1,5932,3.45,30,0.15
"126","001840","이화공영",6310,-190,-2.92,"KOSDAQ","건설",124974345600,14,450.71,2157,2.93,10,0.16
"1108","053450","세코닉스",8650,-270,-3.03,"KOSDAQ","의료·정밀기기",124523315350,NA,NA,9257,0.93,50,0.58
"819","033560","블루콤",6870,-90,-1.29,"KOSDAQ","IT부품",124264882890,101,68.02,9221,0.75,0,0
"493","011090","에넥스",2070,-115,-5.26,"KOSPI","기타제조업",124182696870,NA,NA,903,2.29,0,0
"1495","092200","디아이씨",3190,-175,-5.2,"KOSPI","운수장비",124054535110,NA,NA,3969,0.8,0,0
"647","019660","글로본",3900,-60,-1.52,"KOSDAQ","유통",123666925200,NA,NA,714,5.46,0,0
"1501","092600","앤씨앤",5900,70,1.2,"KOSDAQ","반도체",123590250000,NA,NA,2028,2.91,0,0
"1217","065170","넥스트BT",1420,-40,-2.74,"KOSDAQ","유통",123534446380,NA,NA,734,1.93,0,0
"2219","305090","마이크로디지탈",17000,50,0.29,"KOSDAQ","의료·정밀기기",123447200000,NA,NA,2453,6.93,0,0
"1184","060590","씨티씨바이오",5860,30,0.51,"KOSDAQ","제약",123329126360,NA,NA,3870,1.51,0,0
"525","012340","뉴인텍",4100,-60,-1.44,"KOSDAQ","IT부품",123182458200,NA,NA,899,4.56,0,0
"2347","357550","석경에이티",22550,-1200,-5.05,"KOSDAQ","화학",123010250000,251,89.84,2271,9.93,0,0
"574","014970","삼륭물산",8130,-250,-2.98,"KOSDAQ","종이·목재",122966250000,40,203.25,4755,1.71,75,0.92
"151","002410","범양건영",4950,0,0,"KOSPI","건설업",122918310900,794,6.23,2819,1.76,0,0
"170","002800","신신제약",8100,-220,-2.64,"KOSDAQ","제약",122881050000,141,57.45,3715,2.18,28,0.35
"2119","264900","크라운제과",9810,-390,-3.82,"KOSPI","음식료품",122858968500,1425,6.88,10682,0.92,250,2.55
"1115","053700","삼보모터스",7190,-220,-2.97,"KOSDAQ","운송장비·부품",122837856980,NA,NA,12158,0.59,0,0
"2004","225220","제놀루션",25600,-250,-0.97,"KOSDAQ","제약",122459904000,NA,NA,680,37.65,0,0
"1906","200470","에이팩트",6970,-100,-1.41,"KOSDAQ","반도체",122349149600,239,29.16,3459,2.02,0,0
"1918","204620","글로벌텍스프리",3150,35,1.12,"KOSDAQ","금융",122205317850,163,19.33,1953,1.61,0,0
"1172","060240","룽투코리아",4805,-235,-4.66,"KOSDAQ","디지털컨텐츠",122187709620,67,71.72,2898,1.66,0,0
"1794","148250","알엔투테크놀로지",16700,-450,-2.62,"KOSDAQ","정보기기",121870471100,135,123.7,4500,3.71,50,0.3
"1668","118000","우리들휴브레인",2415,-85,-3.4,"KOSPI","유통업",121714630695,NA,NA,1020,2.37,0,0
"561","014530","극동유화",3490,-80,-2.24,"KOSPI","화학",121694275800,422,8.27,4825,0.72,160,4.58
"437","009270","신원",1425,-30,-2.06,"KOSPI","섬유의복",121185561075,19,75,2373,0.6,0,0
"1673","119830","아이텍",8300,-10,-0.12,"KOSDAQ","반도체",120965793600,NA,NA,5276,1.57,0,0
"305","005430","한국공항",38200,-1250,-3.17,"KOSPI","운수창고업",120954761000,5318,7.18,102021,0.37,1000,2.62
"1401","083640","인콘",2845,55,1.97,"KOSDAQ","통신장비",120929464735,NA,NA,1778,1.6,0,0
"1118","053980","오상자이엘",6800,20,0.29,"KOSDAQ","컴퓨터서비스",120685597600,NA,NA,2131,3.19,0,0
"2089","256150","한독크린텍",29500,-50,-0.17,"KOSDAQ","기계·장비",120684500000,1601,18.43,7753,3.8,200,0.68
"1821","163560","동일고무벨트",8840,-140,-1.56,"KOSPI","화학",1.20666e+11,597,14.81,13940,0.63,100,1.13
"1508","093240","형지엘리트",3870,-50,-1.28,"KOSPI","섬유의복",120569068260,NA,NA,2007,1.93,0,0
"237","004080","신흥",12550,-300,-2.33,"KOSPI","유통업",1.2048e+11,214,58.64,9162,1.37,200,1.59
"1722","129260","인터지스",4040,-85,-2.06,"KOSPI","운수창고업",120181410960,NA,NA,5900,0.68,0,0
"1864","186230","그린플러스",12500,-500,-3.85,"KOSDAQ","금속",120096775000,337,37.09,3824,3.27,0,0
"1064","051360","토비스",7180,-200,-2.71,"KOSDAQ","정보기기",120028476440,1420,5.06,11606,0.62,240,3.34
"825","033830","티비씨",1200,0,0,"KOSDAQ","방송서비스",1.2e+11,59,20.34,1107,1.08,16,1.33
"563","014580","태경비케이",4330,-205,-4.52,"KOSPI","비금속광물",119434823000,148,29.26,4846,0.89,100,2.31
"1947","214270","퓨쳐스트림네트웍스",1175,-5,-0.42,"KOSDAQ","출판·매체복제",119176935325,36,32.64,588,2,0,0
"2122","265560","영화테크",22250,-1100,-4.71,"KOSDAQ","운송장비·부품",118928252500,NA,NA,8466,2.63,50,0.22
"1744","134790","시디즈",59400,-3600,-5.71,"KOSPI","기타제조업",1.188e+11,4655,12.76,16020,3.71,300,0.51
"2","000040","KR모터스",1235,-60,-4.63,"KOSPI","운수장비",118729649480,NA,NA,318,3.88,0,0
"1642","111870","삼본전자",1230,-45,-3.53,"KOSDAQ","일반전기전자",118721844750,NA,NA,1856,0.66,0,0
"274","004870","티웨이홀딩스",1545,70,4.75,"KOSPI","비금속광물",118471922520,NA,NA,2103,0.73,0,0
"1574","100840","S&TC",15750,-100,-0.63,"KOSPI","기계",118230698250,2148,7.33,32631,0.48,800,5.08
"583","015710","코콤",6740,-240,-3.44,"KOSDAQ","통신장비",118155570000,495,13.62,6725,1,160,2.37
"1464","089890","코세스",7120,-390,-5.19,"KOSDAQ","반도체",118084929440,383,18.59,1608,4.43,0,0
"1160","058630","엠게임",6040,-130,-2.11,"KOSDAQ","디지털컨텐츠",118045017080,406,14.88,2050,2.95,0,0
"59","000890","보해양조",923,-11,-1.18,"KOSPI","음식료품",117635771279,NA,NA,635,1.45,0,0
"1164","058850","KTcs",2755,45,1.66,"KOSPI","서비스업",117597175000,178,15.48,3715,0.74,80,2.9
"2323","347770","핌스",15950,-150,-0.93,"KOSDAQ","IT부품",117524656150,1043,15.29,2593,6.15,0,0
"2111","263770","유에스티",4950,-270,-5.17,"KOSDAQ","금속",117315851400,108,45.83,1957,2.53,0,0
"691","024060","흥구석유",7820,840,12.03,"KOSDAQ","유통",1.173e+11,570,13.72,5133,1.52,150,1.92
"334","005990","매일홀딩스",8550,-110,-1.27,"KOSDAQ","음식료·담배",117291499200,1728,4.95,21233,0.4,140,1.64
"966","042520","한스바이오메드",11600,-250,-2.11,"KOSDAQ","제약",117194579600,1012,11.46,7562,1.53,120,1.03
"1978","217820","엔에스",10450,-550,-5,"KOSDAQ","기계·장비",116957779400,693,15.08,3288,3.18,80,0.77
"1563","099750","이지케어텍",18300,-450,-2.4,"KOSDAQ","소프트웨어",116863800000,NA,NA,6500,2.82,86,0.47
"1287","069510","에스텍",10700,-350,-3.17,"KOSDAQ","일반전기전자",1.16737e+11,2045,5.23,14115,0.76,600,5.61
"263","004650","창해에탄올",12700,-100,-0.78,"KOSDAQ","음식료·담배",116724239500,2729,4.65,13530,0.94,600,4.72
"615","017650","대림제지",12950,-250,-1.89,"KOSDAQ","종이·목재",1.1655e+11,280,46.25,17050,0.76,0,0
"987","044060","조광ILI",8980,-650,-6.75,"KOSDAQ","기계·장비",116437140520,359,25.01,5739,1.56,0,0
"538","013000","세우글로벌",4055,-210,-4.92,"KOSPI","유통업",116398900705,3,1351.67,1387,2.92,0,0
"435","009200","무림페이퍼",2790,-125,-4.29,"KOSPI","종이목재",116089974900,NA,NA,10529,0.26,50,1.79
"392","007680","대원",9550,-250,-2.55,"KOSDAQ","건설",115809297400,845,11.3,25261,0.38,250,2.62
"547","013720","청보산업",14150,450,3.28,"KOSDAQ","운송장비·부품",115729609650,38,372.37,2688,5.26,0,0
"1634","109960","에이프로젠 H&G",647,-24,-3.58,"KOSDAQ","유통",115615805399,NA,NA,1178,0.55,0,0
"1902","198440","고려시멘트",3615,45,1.26,"KOSDAQ","비금속",115607555400,106,34.1,2766,1.31,15,0.41
"1178","060370","KT서브마린",5270,-100,-1.86,"KOSDAQ","건설",1.15413e+11,24,219.58,4680,1.13,30,0.57
"662","021050","서원",2430,-110,-4.33,"KOSPI","철강금속",115363253700,67,36.27,2159,1.13,10,0.41
"2034","234300","에스트래픽",5530,-150,-2.64,"KOSDAQ","소프트웨어",115168664800,NA,NA,1967,2.81,0,0
"2117","264660","씨앤지하이테크",13700,-600,-4.2,"KOSDAQ","반도체",115155076000,1432,9.57,8019,1.71,150,1.09
"2247","317240","TS트릴리온",2270,0,0,"KOSDAQ","화학",114531739970,NA,NA,NA,NA,0,0
"175","002880","대유에이텍",1070,-5,-0.47,"KOSPI","운수장비",114400106090,94,11.38,1013,1.06,0,0
"339","006110","삼아알미늄",10400,-350,-3.26,"KOSPI","철강금속",1.144e+11,450,23.11,9893,1.05,110,1.06
"1326","073570","WI",1485,-15,-1,"KOSDAQ","반도체",114192321210,20,74.25,536,2.77,0,0
"2246","317120","라닉스",11900,-400,-3.25,"KOSDAQ","일반전기전자",114186450000,NA,NA,1873,6.35,0,0
"434","009190","대양금속",3855,-100,-2.53,"KOSPI","철강금속",113976694845,230,16.76,1907,2.02,0,0
"2020","227840","현대코퍼레이션홀딩스",12500,-450,-3.47,"KOSPI","유통업",113760450000,1183,10.57,19704,0.63,500,4
"888","037230","한국팩키지",4550,-250,-5.21,"KOSDAQ","종이·목재",1.1375e+11,72,63.19,1591,2.86,35,0.77
"313","005710","대원산업",5670,-110,-1.9,"KOSDAQ","운송장비·부품",113613192000,1950,2.91,15540,0.36,125,2.2
"2216","303030","지니틱스",3190,10,0.31,"KOSDAQ","반도체",113533915110,15,212.67,844,3.78,0,0
"2240","312610","에이에프더블류",11200,450,4.19,"KOSDAQ","일반전기전자",113438572800,307,36.48,3523,3.18,100,0.89
"1666","117670","알파홀딩스",5330,-270,-4.82,"KOSDAQ","반도체",113233995160,NA,NA,3815,1.4,0,0
"1973","217480","에스디생명공학",5050,-150,-2.88,"KOSDAQ","화학",113196083300,NA,NA,4047,1.25,0,0
"695","024120","KB오토시스",9840,40,0.41,"KOSDAQ","운송장비·부품",1.1316e+11,930,10.58,8912,1.1,230,2.34
"1478","090710","휴림로봇",1210,-25,-2.02,"KOSDAQ","기계·장비",112995923810,NA,NA,346,3.5,0,0
"2043","237820","플레이디",8780,-310,-3.41,"KOSDAQ","기타서비스",112622289200,730,12.03,4477,1.96,220,2.51
"551","013990","아가방컴퍼니",3415,-55,-1.59,"KOSDAQ","유통",112310935440,NA,NA,4106,0.83,0,0
"2002","224110","에이텍티앤",21000,-700,-3.23,"KOSDAQ","정보기기",1.1214e+11,480,43.75,9164,2.29,0,0
"1499","092440","기신정기",3835,-45,-1.16,"KOSPI","기계",1.11982e+11,298,12.87,8125,0.47,150,3.91
"1607","104620","노랑풍선",23450,-350,-1.47,"KOSDAQ","기타서비스",111754492500,NA,NA,11795,1.99,200,0.85
"663","021080","에이티넘인베스트",2325,-45,-1.9,"KOSDAQ","금융",1.116e+11,141,16.49,1660,1.4,50,2.15
"1216","065150","MP그룹",895,0,0,"KOSDAQ","유통",111370196730,11,81.36,252,3.55,0,0
"1874","189980","흥국에프엔비",2900,-220,-7.05,"KOSDAQ","음식료·담배",111322668300,151,19.21,1745,1.66,30,1.03
"528","012600","센트럴인사이트",8160,-460,-5.34,"KOSPI","기계",110893518720,NA,NA,801,10.19,0,0
"1522","094860","코닉글로리",2170,-15,-0.69,"KOSDAQ","소프트웨어",110874114540,NA,NA,214,10.14,0,0
"728","026150","특수건설",7090,-190,-2.61,"KOSDAQ","건설",110786397340,52,136.35,5689,1.25,0,0
"1332","075180","새론오토모티브",5770,60,1.05,"KOSPI","운수장비",1.10784e+11,NA,NA,11092,0.52,140,2.43
"488","010960","삼호개발",4430,-105,-2.32,"KOSPI","건설업",1.1075e+11,907,4.88,7624,0.58,190,4.29
"711","025440","대성엘텍",1105,-30,-2.64,"KOSDAQ","일반전기전자",110733534015,NA,NA,387,2.86,0,0
"913","038680","에스넷",6880,-200,-2.82,"KOSDAQ","컴퓨터서비스",110597479200,408,16.86,4474,1.54,120,1.74
"1186","060850","영림원소프트랩",13600,-200,-1.45,"KOSDAQ","소프트웨어",110581600000,714,19.05,1578,8.62,25,0.18
"1366","079810","디이엔티",8470,-220,-2.53,"KOSDAQ","기계·장비",110422195730,NA,NA,1469,5.77,0,0
"1833","171090","선익시스템",12250,-1100,-8.24,"KOSDAQ","반도체",110241363750,829,14.78,10070,1.22,100,0.82
"1400","083550","케이엠",10700,-300,-2.73,"KOSDAQ","섬유·의류",110017699600,666,16.07,7816,1.37,50,0.47
"562","014570","고려제약",10000,-550,-5.21,"KOSDAQ","제약",1.1e+11,357,28.01,5914,1.69,100,1
"140","002230","피에스텍",5590,20,0.36,"KOSDAQ","의료·정밀기기",109951068370,131,42.67,7280,0.77,150,2.68
"1887","193250","와이제이엠게임즈",2030,-245,-10.77,"KOSDAQ","IT부품",109918887050,NA,NA,1324,1.53,0,0
"88","001380","SG충방",2440,-60,-2.4,"KOSPI","운수장비",109712508920,17,143.53,2893,0.84,0,0
"1705","124500","아이티센",5510,-300,-5.16,"KOSDAQ","컴퓨터서비스",109689404830,21,262.38,1882,2.93,0,0
"1340","078000","텔코웨어",11300,-200,-1.74,"KOSPI","서비스업",109640577800,761,14.85,11450,0.99,550,4.87
"1146","056730","포스링크",1550,0,0,"KOSDAQ","유통",109591063600,NA,NA,193,8.03,0,0
"1403","083660","CSA 코스믹",2955,-45,-1.5,"KOSDAQ","화학",109547892975,NA,NA,836,3.53,0,0
"418","008600","윌비스",1665,0,0,"KOSPI","유통업",109510233480,NA,NA,1697,0.98,0,0
"1477","090470","제이스텍",7500,-340,-4.34,"KOSDAQ","반도체",109483560000,108,69.44,8904,0.84,50,0.67
"1855","182360","큐브엔터",3170,-100,-3.06,"KOSDAQ","오락·문화",109424716460,37,85.68,663,4.78,0,0
"1853","181340","이즈미디어",15400,700,4.76,"KOSDAQ","의료·정밀기기",109418540000,NA,NA,5089,3.03,0,0
"518","012160","영흥",1155,-15,-1.28,"KOSPI","철강금속",109343289825,20,57.75,1937,0.6,30,2.6
"206","003480","한진중공업홀딩스",3700,-115,-3.01,"KOSPI","전기가스업",109260304400,1160,3.19,11298,0.33,0,0
"1732","131220","대한과학",14650,-600,-3.93,"KOSDAQ","유통",109208278500,165,88.79,3788,3.87,60,0.41
"1672","119650","KC코트렐",8400,-490,-5.51,"KOSPI","기계",1.092e+11,149,56.38,5805,1.45,30,0.36
"1016","046940","우원개발",6040,-140,-2.27,"KOSDAQ","건설",109169074000,818,7.38,4666,1.29,0,0
"1710","126600","코프라",5170,-190,-3.54,"KOSDAQ","화학",109167827780,424,12.19,5167,1,70,1.35
"1094","052900","KMH하이텍",2325,90,4.03,"KOSDAQ","반도체",109008785175,48,48.44,1358,1.71,0,0
"2229","307930","컴퍼니케이",6980,-280,-3.86,"KOSDAQ","금융",108957800000,604,11.56,3280,2.13,160,2.29
"833","034590","인천도시가스",24900,0,0,"KOSPI","전기가스업",108931374600,2598,9.58,42280,0.59,1250,5.02
"705","024900","덕양산업",3345,-100,-2.9,"KOSPI","운수장비",108929858100,NA,NA,1439,2.32,0,0
"1871","189330","씨이랩",36750,-2350,-6.01,"KOSDAQ","소프트웨어",108656593500,27,1361.11,853,43.08,0,0
"2127","267290","경동도시가스",18400,-200,-1.08,"KOSPI","전기가스업",108475470400,4167,4.42,57537,0.32,875,4.76
"1210","064800","젬백스링크",1380,-50,-3.5,"KOSDAQ","유통",108420091920,54,25.56,1839,0.75,10,0.72
"485","010820","퍼스텍",2255,-80,-3.43,"KOSPI","기계",108378592300,NA,NA,583,3.87,0,0
"1984","219750","지티지웰니스",6720,-570,-7.82,"KOSDAQ","의료·정밀기기",108204505920,NA,NA,1181,5.69,0,0
"1147","057030","YBM넷",6630,-50,-0.75,"KOSDAQ","기타서비스",108153181110,110,60.27,2583,2.57,0,0
"880","036710","심텍홀딩스",2650,-105,-3.81,"KOSDAQ","IT부품",107758484350,NA,NA,2910,0.91,10,0.38
"1114","053690","한미글로벌",9830,-270,-2.67,"KOSPI","서비스업",107712716500,2222,4.42,10777,0.91,200,2.03
"347","006340","대원전선",1510,-25,-1.63,"KOSPI","전기전자",107235620170,NA,NA,1136,1.33,0,0
"2278","327260","메탈라이프",29800,-1650,-5.25,"KOSDAQ","기타제조",107178322400,453,65.78,7414,4.02,0,0
"161","002710","TCC스틸",4650,-120,-2.52,"KOSPI","철강금속",1.0695e+11,225,20.67,4962,0.94,30,0.65
"658","020710","시공테크",5330,-190,-3.44,"KOSDAQ","기타서비스",106855680100,786,6.78,5404,0.99,80,1.5
"706","024910","경창산업",2980,-65,-2.13,"KOSDAQ","운송장비·부품",106740634900,NA,NA,2134,1.4,0,0
"77","001140","국보",2160,65,3.1,"KOSPI","운수창고업",106653121200,NA,NA,1333,1.62,0,0
"106","001550","조비",20500,-400,-1.91,"KOSPI","화학",106440899500,NA,NA,9237,2.22,0,0
"1177","060310","3S",2375,-70,-2.86,"KOSDAQ","기계·장비",106405963625,NA,NA,745,3.19,0,0
"2001","224060","코디엠",402,-12,-2.9,"KOSDAQ","반도체",105819977148,41,9.8,448,0.9,0,0
"342","006140","피제이전자",7050,-150,-2.08,"KOSDAQ","의료·정밀기기",1.0575e+11,326,21.63,7136,0.99,140,1.99
"85","001290","상상인증권",1100,-20,-1.79,"KOSPI","증권",105719280700,NA,NA,1587,0.69,0,0
"1149","057540","옴니시스템",2275,-30,-1.3,"KOSDAQ","의료·정밀기기",105672282625,463,4.91,2326,0.98,0,0
"1810","158430","아톤",24250,550,2.32,"KOSDAQ","소프트웨어",105574242250,NA,NA,10518,2.31,0,0
"1171","060230","이그잭스",1360,-15,-1.09,"KOSDAQ","IT부품",105481371520,NA,NA,769,1.77,0,0
"1419","085310","엔케이",1315,25,1.94,"KOSPI","기계",105178107880,NA,NA,1121,1.17,0,0
"851","035620","바른손이앤에이",1430,-20,-1.38,"KOSDAQ","오락·문화",105088559290,NA,NA,1079,1.33,0,0
"601","016740","두올",3880,-90,-2.27,"KOSPI","운수장비",105018718400,374,10.37,5223,0.74,80,2.06
"1100","053160","프리엠스",17500,-200,-1.13,"KOSDAQ","일반전기전자",1.05e+11,102,171.57,7582,2.31,50,0.29
"1344","078140","대봉엘에스",9470,-390,-3.96,"KOSDAQ","제약",104989903130,517,18.32,7289,1.3,50,0.53
"1449","088390","이녹스",11200,-100,-0.88,"KOSDAQ","운송장비·부품",104729452800,NA,NA,12820,0.87,0,0
"155","002600","조흥",174500,-500,-0.29,"KOSPI","음식료품",1.047e+11,13076,13.35,215770,0.81,6000,3.44
"515","011810","STX",5300,-220,-3.99,"KOSPI","유통업",104552580600,NA,NA,2864,1.85,0,0
"1995","222420","쎄노텍",2600,-65,-2.44,"KOSDAQ","비금속",104411255000,NA,NA,869,2.99,0,0
"1382","080720","한국유니온제약",13150,-300,-2.23,"KOSDAQ","제약",103934023200,65,202.31,9084,1.45,0,0
"148","002360","SH에너지화학",935,-23,-2.4,"KOSPI","화학",103910037550,NA,NA,876,1.07,0,0
"641","019440","세아특수강",12100,0,0,"KOSPI","철강금속",1.03697e+11,1304,9.28,37014,0.33,900,7.44
"902","038070","서린바이오",12950,-450,-3.36,"KOSDAQ","유통",103608754200,1107,11.7,7213,1.8,100,0.77
"1831","170920","엘티씨",13000,-800,-5.8,"KOSDAQ","반도체",103528698000,104,125,11611,1.12,100,0.77
"2022","228340","동양파일",5170,100,1.97,"KOSDAQ","비금속",1.034e+11,NA,NA,6112,0.85,0,0
"1226","065560","녹원씨엔아이",5990,130,2.22,"KOSDAQ","출판·매체복제",103391143750,NA,NA,4418,1.36,0,0
"1660","115500","케이씨에스",8600,1980,29.91,"KOSDAQ","컴퓨터서비스",1.032e+11,236,36.44,1724,4.99,220,2.56
"878","036670","KCI",9150,-250,-2.66,"KOSDAQ","화학",103120500000,1061,8.62,5775,1.58,200,2.19
"1736","131400","액트",4500,-115,-2.49,"KOSDAQ","IT부품",103009702500,NA,NA,2215,2.03,0,0
"1399","083500","에프엔에스테크",12250,-600,-4.67,"KOSDAQ","기계·장비",102725094500,202,60.64,6180,1.98,0,0
"1619","106520","디지탈옵틱",808,-67,-7.66,"KOSDAQ","의료·정밀기기",102549533920,NA,NA,637,1.27,0,0
