"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"353","009900","명신산업","KOSPI","운수장비",31100,-900,-2.81,1268230632000
"354","012690","모나리자","KOSPI","종이목재",4440,-135,-2.95,162376372200
"355","005360","모나미","KOSPI","유통업",4910,-180,-3.54,92785777370
"356","204210","모두투어리츠","KOSPI","서비스업",3090,-30,-0.96,24184858350
"357","009680","모토닉","KOSPI","운수장비",13150,-300,-2.23,4.3395e+11
"358","009580","무림P&P","KOSPI","종이목재",5780,-10,-0.17,360488912720
"359","009200","무림페이퍼","KOSPI","종이목재",2790,-125,-4.29,116089974900
"360","033920","무학","KOSPI","음식료품",6810,-120,-1.73,1.94085e+11
"361","008420","문배철강","KOSPI","철강금속",3710,65,1.78,76068003550
"362","025560","미래산업","KOSPI","의료정밀",3145,-30,-0.94,58694911705
"363","007120","미래아이앤지","KOSPI","서비스업",501,-20,-3.84,64871558148
"364","006800","미래에셋대우","KOSPI","증권",9340,-360,-3.71,6027255250720
"365","00680K","미래에셋대우2우B","KOSPI","증권",4325,-150,-3.35,6.055e+11
"366","006805","미래에셋대우우","KOSPI","증권",4940,-140,-2.76,69534205000
"367","357250","미래에셋맵스리츠","KOSPI","서비스업",4750,20,0.42,9.5475e+10
"368","085620","미래에셋생명","KOSPI","보험",4000,-75,-1.84,708064756000
"369","002840","미원상사","KOSPI","화학",151000,-2000,-1.31,7.5047e+11
"370","268280","미원에스씨","KOSPI","화학",112000,-500,-0.44,5.712e+11
"371","107590","미원홀딩스","KOSPI","기타금융",72700,-1300,-1.76,1.68664e+11
"372","134380","미원화학","KOSPI","화학",61600,-400,-0.65,135474908800
"373","003650","미창석유","KOSPI","화학",80000,16400,25.79,139173760000
"374","155900","바다로19호","KOSPI","서비스업",2335,0,0,35492009340
"375","003610","방림","KOSPI","섬유의복",2020,-35,-1.7,85474461800
"376","001340","백광산업","KOSPI","화학",3595,-135,-3.62,161481673165
"377","035150","백산","KOSPI","화학",6800,-90,-1.31,1.6456e+11
"378","002410","범양건영","KOSPI","건설업",4950,0,0,122918310900
"379","096300","베트남개발1","KOSPI","기타금융",230,0,0,31666448530
"380","007210","벽산","KOSPI","비금속광물",2490,15,0.61,170714400000
"381","002760","보락","KOSPI","화학",2170,-35,-1.59,1.29983e+11
"382","003850","보령제약","KOSPI","의약품",21450,450,2.14,1.117974e+12
"383","000890","보해양조","KOSPI","음식료품",923,-11,-1.18,117635771279
"384","003000","부광약품","KOSPI","의약품",27850,6400,29.84,1805737687300
"385","001270","부국증권","KOSPI","증권",21850,0,0,226582009100
"386","001275","부국증권우","KOSPI","증권",19500,-100,-0.51,5.85e+10
"387","026940","부국철강","KOSPI","철강금속",4090,-50,-1.21,8.18e+10
"388","015350","부산가스","KOSPI","전기가스업",56500,-600,-1.05,6.215e+11
"389","011390","부산산업","KOSPI","비금속광물",137500,-3500,-2.48,1.452e+11
"390","005030","부산주공","KOSPI","운수장비",690,-8,-1.15,39226166730
"391","002070","비비안","KOSPI","섬유의복",3180,-130,-3.93,85020130200
"392","100220","비상교육","KOSPI","서비스업",6600,10,0.15,85778490600
"393","030790","비케이탑스","KOSPI","서비스업",13400,600,4.69,175913176600
"394","352820","빅히트","KOSPI","서비스업",206500,-5500,-2.59,7356306440000
"395","005180","빙그레","KOSPI","음식료품",58200,-900,-1.52,573342226200
"396","003960","사조대림","KOSPI","음식료품",16900,-400,-2.31,154879492300
"397","008040","사조동아원","KOSPI","음식료품",1270,40,3.25,179253642000
"398","007160","사조산업","KOSPI","농업, 임업 및 어업",37250,-1500,-3.87,1.8625e+11
"399","014710","사조씨푸드","KOSPI","음식료품",5110,-160,-3.04,87986754730
"400","006090","사조오양","KOSPI","음식료품",9750,-250,-2.5,91871705250
"401","001470","삼부토건","KOSPI","건설업",3720,70,1.92,511672488960
"402","006400","삼성SDI","KOSPI","전기전자",674000,-30000,-4.26,46347293220000
"403","006405","삼성SDI우","KOSPI","전기전자",492000,-13000,-2.57,796004832000
"404","006660","삼성공조","KOSPI","운수장비",8050,-210,-2.54,65416827700
"405","028260","삼성물산","KOSPI","유통업",121500,-4000,-3.19,22706780341500
"406","02826K","삼성물산우B","KOSPI","유통업",113500,-2500,-2.16,184712737500
"407","207940","삼성바이오로직스","KOSPI","의약품",750000,-25000,-3.23,4.962375e+13
"408","032830","삼성생명","KOSPI","보험",75000,-1700,-2.22,1.5e+13
"409","018260","삼성에스디에스","KOSPI","서비스업",194500,-5500,-2.75,15049982100000
"410","028050","삼성엔지니어링","KOSPI","서비스업",12900,-400,-3.01,2.5284e+12
"411","009150","삼성전기","KOSPI","전기전자",189500,-6500,-3.32,14154455392000
"412","009155","삼성전기우","KOSPI","전기전자",113500,-4000,-3.4,329942684000
"413","005930","삼성전자","KOSPI","전기전자",82500,-2800,-3.28,492507060375000
"414","005935","삼성전자우","KOSPI","전기전자",72800,-1300,-1.75,59906151760000
"415","001360","삼성제약","KOSPI","의약품",7200,-540,-6.98,443157933600
"416","010140","삼성중공업","KOSPI","운수장비",6560,-140,-2.09,4.1328e+12
"417","010145","삼성중공우","KOSPI","운수장비",299000,-1500,-0.5,34338655000
"418","016360","삼성증권","KOSPI","증권",36550,-1450,-3.82,3.263915e+12
"419","068290","삼성출판사","KOSPI","서비스업",33900,2400,7.62,3.39e+11
"420","029780","삼성카드","KOSPI","기타금융",32950,1000,3.13,3817550458450
"421","000810","삼성화재","KOSPI","보험",173000,-2500,-1.42,8195846801000
"422","000815","삼성화재우","KOSPI","보험",136000,-1500,-1.09,4.34112e+11
"423","006110","삼아알미늄","KOSPI","철강금속",10400,-350,-3.26,1.144e+11
"424","145990","삼양사","KOSPI","음식료품",54800,-2600,-4.53,565177005200
"425","145995","삼양사우","KOSPI","음식료품",40750,-850,-2.04,15080352500
"426","003230","삼양식품","KOSPI","음식료품",87100,-2800,-3.11,656125606500
"427","002170","삼양통상","KOSPI","기타제조업",62900,-900,-1.41,1.887e+11
"428","272550","삼양패키징","KOSPI","화학",21800,100,0.46,309773727200
"429","000070","삼양홀딩스","KOSPI","기타금융",85400,-1600,-1.84,731388743400
"430","000075","삼양홀딩스우","KOSPI","기타금융",54300,-1500,-2.69,16510349400
"431","002810","삼영무역","KOSPI","유통업",14000,-300,-2.1,258537272000
"432","005680","삼영전자","KOSPI","전기전자",10600,-150,-1.4,2.12e+11
"433","003720","삼영화학","KOSPI","화학",2790,-90,-3.13,9.486e+10
"434","023000","삼원강재","KOSPI","운수장비",3470,20,0.58,1.388e+11
"435","004380","삼익THK","KOSPI","기계",12250,-500,-3.92,2.5725e+11
"436","002450","삼익악기","KOSPI","기타제조업",1615,40,2.54,146207427725
"437","004440","삼일씨엔에스","KOSPI","비금속광물",13200,-100,-0.75,168061700400
"438","000520","삼일제약","KOSPI","의약품",20750,50,0.24,138919092000
"439","009770","삼정펄프","KOSPI","종이목재",28850,0,0,72124163350
"440","005500","삼진제약","KOSPI","의약품",25500,200,0.79,3.5445e+11
"441","004690","삼천리","KOSPI","전기가스업",84000,100,0.12,340622100000
"442","010960","삼호개발","KOSPI","건설업",4430,-105,-2.32,1.1075e+11
"443","004450","삼화왕관","KOSPI","기계",37700,-50,-0.13,81220088300
"444","009470","삼화전기","KOSPI","전기전자",20400,-800,-3.77,134921928000
"445","011230","삼화전자","KOSPI","전기전자",3495,-50,-1.41,36550500300
"446","001820","삼화콘덴서","KOSPI","전기전자",67900,-1300,-1.88,705820500000
"447","000390","삼화페인트","KOSPI","화학",11200,100,0.9,302894513600
"448","001290","상상인증권","KOSPI","증권",1100,-20,-1.79,105719280700
"449","041650","상신브레이크","KOSPI","운수장비",4450,25,0.56,95547952500
"450","075180","새론오토모티브","KOSPI","운수장비",5770,60,1.05,1.10784e+11
"451","007540","샘표","KOSPI","기타금융",49750,-1850,-3.59,143071050000
"452","248170","샘표식품","KOSPI","음식료품",47450,-1150,-2.37,216765170700
"453","007860","서연","KOSPI","기타금융",7310,180,2.52,171637659640
"454","200880","서연이화","KOSPI","운수장비",7100,270,3.95,191901902700
"455","017390","서울가스","KOSPI","전기가스업",97000,-400,-0.41,4.85e+11
"456","004410","서울식품","KOSPI","음식료품",372,-34,-8.37,135492876636
"457","004415","서울식품우","KOSPI","음식료품",5090,-330,-6.09,11322705000
"458","021050","서원","KOSPI","철강금속",2430,-110,-4.33,115363253700
"459","008490","서흥","KOSPI","화학",51100,500,0.99,591181674300
"460","007610","선도전기","KOSPI","전기전자",3280,-225,-6.42,5.904e+10
"461","136490","선진","KOSPI","음식료품",17850,-1150,-6.05,424465931400
"462","002820","선창산업","KOSPI","종이목재",4475,-65,-1.43,56420750775
"463","014910","성문전자","KOSPI","전기전자",1865,-15,-0.8,36342988305
"464","014915","성문전자우","KOSPI","전기전자",7990,-110,-1.36,4.794e+09
"465","003080","성보화학","KOSPI","화학",4105,-55,-1.32,82182100000
"466","004980","성신양회","KOSPI","비금속광물",7910,-150,-1.86,193922137430
"467","004985","성신양회우","KOSPI","비금속광물",12150,0,0,8938086750
"468","011300","성안","KOSPI","섬유의복",1200,20,1.69,68229432000
"469","000180","성창기업지주","KOSPI","서비스업",2360,55,2.39,164613776000
"470","002420","세기상사","KOSPI","서비스업",61600,0,0,25107667200
"471","004360","세방","KOSPI","운수창고업",14400,0,0,278045136000
"472","004365","세방우","KOSPI","운수창고업",7260,-10,-0.14,26783955000
"473","004490","세방전지","KOSPI","전기전자",90200,-3100,-3.32,1.2628e+12
"474","001430","세아베스틸","KOSPI","철강금속",14700,-200,-1.34,527173149300
"475","306200","세아제강","KOSPI","철강금속",87300,-2800,-3.11,247608990000
"476","003030","세아제강지주","KOSPI","기타금융",44300,-600,-1.34,183475405100
"477","019440","세아특수강","KOSPI","철강금속",12100,0,0,1.03697e+11
"478","058650","세아홀딩스","KOSPI","철강금속",73900,-700,-0.94,2.956e+11
"479","013000","세우글로벌","KOSPI","유통업",4055,-210,-4.92,116398900705
"480","091090","세원셀론텍","KOSPI","기계",2105,-185,-8.08,146894856900
"481","021820","세원정공","KOSPI","운수장비",8090,0,0,8.09e+10
"482","067830","세이브존I&C","KOSPI","유통업",3100,-45,-1.43,127226774500
"483","033530","세종공업","KOSPI","운수장비",9370,-130,-1.37,260682404570
"484","075580","세진중공업","KOSPI","운수장비",5000,-70,-1.38,284247280000
"485","027970","세하","KOSPI","종이목재",1710,-70,-3.93,98432724870
"486","145210","세화아이엠씨","KOSPI","기계",624,-1,-0.16,98347276560
"487","308170","센트랄모텍","KOSPI","운수장비",30000,-1850,-5.81,2.583e+11
"488","012600","센트럴인사이트","KOSPI","기계",8160,-460,-5.34,110893518720
"489","068270","셀트리온","KOSPI","의약품",297500,-10500,-3.41,40170749972500
"490","336370","솔루스첨단소재","KOSPI","전기전자",45150,200,0.44,1381127573700
"491","33637K","솔루스첨단소재1우","KOSPI","전기전자",15050,-400,-2.59,110864320000
"492","33637L","솔루스첨단소재2우B","KOSPI","전기전자",26700,-1000,-3.61,43949535000
"493","248070","솔루엠","KOSPI","전기전자",22050,-1450,-6.17,1082483428950
"494","004430","송원산업","KOSPI","화학",18400,150,0.82,4.416e+11
"495","017550","수산중공업","KOSPI","기계",4140,-190,-4.39,223498574820
"496","053210","스카이라이프","KOSPI","서비스업",8540,70,0.83,408399589640
"497","134790","시디즈","KOSPI","기타제조업",59400,-3600,-5.71,1.188e+11
"498","016590","신대양제지","KOSPI","종이목재",65000,-2900,-4.27,261935830000
"499","029530","신도리코","KOSPI","전기전자",28800,-500,-1.71,290304835200
"500","004970","신라교역","KOSPI","농업, 임업 및 어업",10000,-200,-1.96,1.6e+11
"501","011930","신성이엔지","KOSPI","전기전자",3070,-90,-2.85,619276522590
"502","005390","신성통상","KOSPI","유통업",1605,-5,-0.31,230651965950
"503","004170","신세계","KOSPI","유통업",267000,-7000,-2.55,2628663327000
"504","035510","신세계 I&C","KOSPI","서비스업",135000,-4000,-2.88,2.322e+11
"505","034300","신세계건설","KOSPI","건설업",45550,950,2.13,1.822e+11
"506","031430","신세계인터내셔날","KOSPI","유통업",189500,-2500,-1.3,1.35303e+12
"507","031440","신세계푸드","KOSPI","서비스업",64800,-2600,-3.86,250936704000
"508","006880","신송홀딩스","KOSPI","유통업",3990,-120,-2.92,47197143420
"509","005800","신영와코루","KOSPI","섬유의복",89700,-400,-0.44,8.073e+10
"510","001720","신영증권","KOSPI","증권",54400,-1300,-2.33,510611292800
"511","001725","신영증권우","KOSPI","증권",55800,0,0,393599975400
"512","009270","신원","KOSPI","섬유의복",1425,-30,-2.06,121185561075
"513","009275","신원우","KOSPI","섬유의복",32950,-250,-0.75,2989883000
"514","002700","신일전자","KOSPI","유통업",2170,10,0.46,154173120570
"515","019170","신풍제약","KOSPI","의약품",83800,-700,-0.83,4440142162000
"516","019175","신풍제약우","KOSPI","의약품",84900,1100,1.31,1.8678e+11
"517","002870","신풍제지","KOSPI","종이목재",2850,-65,-2.23,99632295000
"518","293940","신한알파리츠","KOSPI","서비스업",7230,20,0.28,378346789290
"519","055550","신한지주","KOSPI","기타금융",32950,-1150,-3.37,17021955304300
"520","001770","신화실업","KOSPI","철강금속",22850,-450,-1.93,27759962300
"521","004080","신흥","KOSPI","유통업",12550,-300,-2.33,1.2048e+11
"522","102280","쌍방울","KOSPI","섬유의복",630,-10,-1.56,150796565010
"523","003410","쌍용양회","KOSPI","비금속광물",6650,-200,-2.92,3350666306750
"524","003620","쌍용차","KOSPI","운수장비",2770,0,0,415056805540
"525","004770","써니전자","KOSPI","전기전자",4255,-150,-3.41,148265521805
"526","015540","쎌마테라퓨틱스","KOSPI","서비스업",6750,-60,-0.88,83244510000
"527","004920","씨아이테크","KOSPI","기타제조업",907,-14,-1.52,22739190204
"528","112610","씨에스윈드","KOSPI","기계",72400,-500,-0.69,1526605766000
"529","008700","아남전자","KOSPI","전기전자",3215,45,1.42,247956296300
"530","002790","아모레G","KOSPI","화학",64700,-500,-0.77,5335044246000
"531","00279K","아모레G3우(전환)","KOSPI","화학",40950,-800,-1.92,290425590000
"532","002795","아모레G우","KOSPI","화학",21700,-600,-2.69,139829809000
"533","090430","아모레퍼시픽","KOSPI","화학",234500,-4500,-1.88,13708515905000
"534","090435","아모레퍼시픽우","KOSPI","화학",75800,-1900,-2.45,800283514000
"535","002030","아세아","KOSPI","서비스업",91600,-1200,-1.29,200697798400
"536","183190","아세아시멘트","KOSPI","비금속광물",89200,-2900,-3.15,347506162800
"537","002310","아세아제지","KOSPI","종이목재",44500,-1250,-2.73,398564339000
"538","267850","아시아나IDT","KOSPI","서비스업",20850,-300,-1.42,2.31435e+11
"539","020560","아시아나항공","KOSPI","운수창고업",14800,-300,-1.99,1101294107200
"540","122900","아이마켓코리아","KOSPI","유통업",8610,-130,-1.49,304736657400
"541","010780","아이에스동서","KOSPI","비금속광물",53700,-1200,-2.19,1658932942200
"542","001780","알루코","KOSPI","철강금속",4540,-115,-2.47,377761064820
"543","018250","애경산업","KOSPI","화학",25500,-350,-1.35,673453342500
"544","161000","애경유화","KOSPI","화학",10950,-200,-1.79,3.50838e+11
"545","011090","에넥스","KOSPI","기타제조업",2070,-115,-5.26,124182696870
"546","005850","에스엘","KOSPI","운수장비",23700,450,1.94,1142417664900
"547","012750","에스원","KOSPI","서비스업",83000,0,0,3153931774000
"548","023960","에쓰씨엔지니어링","KOSPI","건설업",5300,160,3.11,152547711100
"549","298690","에어부산","KOSPI","운수창고업",3795,-40,-1.04,311455650000
"550","140910","에이리츠","KOSPI","서비스업",6770,-120,-1.74,25677086750
"551","078520","에이블씨엔씨","KOSPI","화학",7710,-240,-3.02,208427968890
"552","015260","에이엔피","KOSPI","전기전자",1470,5,0.34,32084821230
"553","007460","에이프로젠 KIC","KOSPI","기계",1845,-15,-0.81,338880585330
"554","003060","에이프로젠제약","KOSPI","의약품",1125,-10,-0.88,448397737875
"555","244920","에이플러스에셋","KOSPI","기타금융",5900,-180,-2.96,133385388700
"556","036570","엔씨소프트","KOSPI","서비스업",936000,-36000,-3.7,20548964592000
"557","138250","엔에스쇼핑","KOSPI","유통업",11050,-400,-3.49,372340800000
"558","085310","엔케이","KOSPI","기계",1315,25,1.94,105178107880
"559","009810","엔케이물산","KOSPI","유통업",573,-11,-1.88,45518667330
"560","900140","엘브이엠씨홀딩스","KOSPI","유통업",4120,-90,-2.14,347516186680
"561","014440","영보화학","KOSPI","화학",3925,-140,-3.44,7.85e+10
