Date,days_passed,price,vert_barrier,top_barrier,bottom_barrier,out
2001-02-01,271,0.32438287138938904,2001-02-16 00:00:00,0.35527074533004993,0.29349499744872815,-1
2001-02-02,272,0.3167056143283844,2001-02-20 00:00:00,0.34618101028015963,0.28723021837660917,-1
2001-02-05,273,0.3099871873855591,2001-02-21 00:00:00,0.33798404428583245,0.2819903304852857,-1
2001-02-06,274,0.32438287138938904,2001-02-22 00:00:00,0.35336646464979293,0.29539927812898514,-1
2001-02-07,275,0.31862497329711914,2001-02-23 00:00:00,0.3462066058066176,0.2910433407876207,-1
2001-02-08,276,0.31862497329711914,2001-02-26 00:00:00,0.3448941926480032,0.2923557539462351,-1
2001-02-09,277,0.2936723232269287,2001-02-27 00:00:00,0.32113741459967754,0.2662072318541799,0.13976390897104568
2001-02-12,278,0.302310049533844,2001-02-28 00:00:00,0.329795936562957,0.27482416250473096,-0.803093809712547
2001-02-13,279,0.2936723232269287,2001-03-01 00:00:00,0.31960982818660816,0.26773481826724926,-0.2220268284561742
2001-02-14,280,0.29943013191223145,2001-03-02 00:00:00,0.32487544770926585,0.27398481611519704,-0.15085210769275448
2001-02-15,281,0.3080679476261139,2001-03-05 00:00:00,0.33352337613635885,0.28261251911586893,-1
2001-02-16,282,0.29175305366516113,2001-03-06 00:00:00,0.3167100971164763,0.26679601021384597,1
2001-02-20,283,0.2811959683895111,2001-03-07 00:00:00,0.3047871034869646,0.25760483329205763,1
2001-02-21,284,0.28983375430107117,2001-03-08 00:00:00,0.31381022171745065,0.2658572868846917,1
2001-02-22,285,0.2888740301132202,2001-03-09 00:00:00,0.31160577900176917,0.26614228122467126,1
2001-02-23,286,0.2888740301132202,2001-03-12 00:00:00,0.3104994721929124,0.267248588033528,1
2001-02-26,287,0.29943013191223145,2001-03-13 00:00:00,0.32185320368284787,0.277007060141615,1
2001-02-27,288,0.29751095175743103,2001-03-14 00:00:00,0.3187528606958569,0.27626904281900516,1
2001-02-28,289,0.28023630380630493,2001-03-15 00:00:00,0.3017171976943153,0.25875540991829454,1
2001-03-01,290,0.2879135012626648,2001-03-16 00:00:00,0.3096298864108973,0.2661971161144323,1
2001-03-02,291,0.29559165239334106,2001-03-19 00:00:00,0.3173887970894479,0.27379450769723424,1
2001-03-05,292,0.3128661513328552,2001-03-20 00:00:00,0.33732937386275286,0.2884029288029576,-1
2001-03-06,293,0.33014169335365295,2001-03-21 00:00:00,0.35653499787041215,0.30374838883689376,-1
2001-03-07,294,0.3263021409511566,2001-03-22 00:00:00,0.3515167497335353,0.3010875321687779,-1
2001-03-08,295,0.31958457827568054,2001-03-23 00:00:00,0.3437553946032432,0.29541376194811786,1
2001-03-09,296,0.31094691157341003,2001-03-26 00:00:00,0.3341653168731048,0.28772850627371527,1
2001-03-12,297,0.28599417209625244,2001-03-27 00:00:00,0.3108612200728936,0.2611271241196113,1
2001-03-13,298,0.3003898561000824,2001-03-28 00:00:00,0.32716922709762125,0.27361048510254354,1
2001-03-14,299,0.31382590532302856,2001-03-29 00:00:00,0.34172830821621447,0.28592350242984266,1
2001-03-15,300,0.302310049533844,2001-03-30 00:00:00,0.3289583940561375,0.27566170501155046,1
2001-03-16,301,0.3013495206832886,2001-04-02 00:00:00,0.32662615227878405,0.2760728890877931,1
2001-03-19,302,0.3157460391521454,2001-04-03 00:00:00,0.3425077119390614,0.2889843663652294,1
